Site,BUFF_DIST,VEGETATED-EDGE-ROADS,HARVEST-AREA,ROAD-GRAVEL-1L,CONVENTIONAL-SEISMIC,TAME_PASTURE,PIPELINE,ROAD-GRAVEL-2L,TRAIL,WELL-BITUMEN,ROUGH_PASTURE,WELL-ABAND,ROAD-UNCLASSIFIED,CROP,LOW-IMPACT-SEISMIC,CLEARING-UNKNOWN,CULTIVATION_ABANDONED,ROAD-PAVED-UNDIV-2L,ROAD-UNIMPROVED,TRUCK-TRAIL,DUGOUT,ROAD-PAVED-UNDIV-1L,WELL-GAS,VEGETATED-EDGE-RAILWAYS,HARVEST-AREA-WHITE-ZONE,COUNTRY-RESIDENCE,BORROWPIT-DRY,RURAL-RESIDENCE,BORROWPIT-WET,BORROWPITS,GRVL-SAND-PIT,RIS-RECLAIMED-TEMP,RIS-CLEARING-UNKNOWN,RIS-DRAINAGE,RIS-MINES-OILSANDS,RIS-OVERBURDEN-DUMP,RIS-FACILITY-OPERATIONS,TRANSMISSION-LINE,RIS-TAILING-POND,CLEARING-WELLPAD-UNCONFIRMED,MINES-OILSANDS,RIS-SOIL-REPLACED,ROAD-PAVED-1L,RIS-OILSANDS-RMS,RIS-FACILITY-UNKNOWN,RIS-BORROWPITS,RIS-TRANSMISSION-LINE,RIS-SOIL-SALVAGED,RIS-ROAD,RIS-PLANT,URBAN-RESIDENCE,FACILITY-OTHER,AIRP-RUNWAY,RUNWAY,RIS-RECLAIMED-PERMANENT,URBAN-INDUSTRIAL,LAGOON,FACILITY-UNKNOWN,RESIDENCE_CLEARING,WELL-CASED,ROAD-UNPAVED-2L,ROAD-PAVED-3L,SURROUNDING-VEG,RLWY-SGL-TRACK,ROAD-WINTER,SUMP,GREENSPACE,ROAD-PAVED-2L,WELL-OTHER,CANAL,RESERVOIR,WELL_CLEARED_NOT_CONFIRMED,MISC-OIL-GAS-FACILITY,CAMP-INDUSTRIAL,RIS-CAMP-INDUSTRIAL,OIL-GAS-PLANT,WELL-UNKNOWN,RIS-UTILITIES,CFO,RECREATION,CAMPGROUND,PEAT,GOLFCOURSE,LANDFILL,TRANSFER_STATION,MILL,ROAD-PAVED-DIV,RLWY-SPUR,WELL_CLEARED_NOT_DRILLED,OPEN-PIT-MINE,WELL-OIL,ROAD-PAVED-4L,MINES-PITLAKE,RIS-RECLAIMED-CERTIFIED,RIS-WINDROW,TAILING-POND,RLWY-MLT-TRACK,RLWY-DBL-TRACK,RIS-WASTE,INTERCHANGE-RAMP,ROAD-PAVED-5L,RIS-AIRP-RUNWAY,FRUIT-VEGETABLES,ROAD-UNPAVED-1L,RIS-RECLAIM-READY,RIS-TANK-FARM
LU13_52,2250,0.013506621,0.09662147,0,0.01148229,0,0,0.004074354,0.000290982,0,0,0.014438581,0,0,0,0.000492439,0,0,8.71E-05,0.00299949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002258269,0,0,0,0,0,0,0.00494936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_36,2250,0.013250794,0.008528604,0,0.011041058,0,0,0.003986368,0.000156307,0,0,0.007136893,0,0,0,0,0,0,0.000821291,0.001246814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004232972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_38,2250,0.012978493,0.015502536,0,0.009996211,0,0,0.003951722,0.000225256,0,0,0.007214496,0,0,0,0.000902243,0,0,0.001207854,0.001425929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004891695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_20,2250,0.020664591,0.060001205,0,0.006123591,0,0.051892416,0.005518771,8.60E-05,0,0,0.003229599,0,0,0.038467784,0.002947872,0,0,0.003822435,0.000328258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021751677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795264,0,0,0,0,0,0.000401572,0,0,0,0,0,0,0,0.003349324,0,0,0.002567161,0,0,0,0.021165255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_17,2250,0.023209226,0.078539512,0.000240626,0.005467887,0,0.059362667,0.007338117,0.00012218,0,0,0.001036572,0,0,0.031987918,0.006787971,0,0,0.002418874,0.000328258,0,0,0,0,0,0,0,0,0,0,0.011751671,0,0,0,0,0,0,0.018592447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007546116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001995884,0,0,0.000567372,0,0,0,0.024912831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_56,2250,0.015779326,0.022151112,0.000240626,0.007135606,0,0.049133674,0.006485321,0.000818037,0,0,0.001839995,0,0,0.040125524,0.00323171,0,0,0.000428985,0,0,0,0,0,0,0,0,0,0,0,0.011751671,0,0,0,0,0,0,0.012329958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000697576,0,0,0,0.004264207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_49,2250,0.018033821,0,0.001475291,0.009043539,0,0.052182107,0.003947051,0.000204936,0,0,0.007369627,0,0,0.060895847,0.001197202,0,0,0.002722701,0.000328258,0,0,0,0,0,0,0,0,0.002266752,0.000286026,0,0,0,0,0,0,0,0.026913844,0,0.000214659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401572,0,0,0,0,0,0,0,0.006961879,0,0,0.00593458,0,0,0,0.000864586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_70,2250,0.022610852,0,0.004328614,0.009697824,0,0.045310985,0.002682618,0.000275671,0,0,0.011685708,0,0,0.059192423,0.001732917,0,0,0.002227179,0,0,0,0,0,0,0,0.000590878,0,0.004515716,0.000286026,0,0,0,0,0,0,0,0.022911771,0,0.000214659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005354896,0,0,0.007136789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU13_11,2250,0.007835375,0,0.001627606,0.01348578,0,0.006387751,0,0.000636973,0,0,0.009358565,0,0,0.066355459,0.032809081,0,0,0.003211915,0,0,0,0,0,0,0,0,0,0,0.000440127,0,0,0,0,0,0,0,0,0,0.001021053,0,0,0,0,0,0,0,0,0,0,0,0.000521125,0,0,0,0,0,0,0,0.000924658,0,0,0,0,0,0.006624916,0,0,0.005704156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_44,2250,0.003382527,0,0.00315354,0.009418147,0,0.016373362,0,0,0.006862821,0,0.003088082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002371152,0,0,0,0,0,0,0,0,0,0,0.000446389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002092443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_11,2250,0.002926893,0,0.00271635,0.008132296,0,0.009775664,0,5.78E-05,0.006452238,0,0.001955509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002498026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_19,2250,0.003332677,0,0.00309952,0.007940225,0,0.015270157,0,0,0.00608129,0,0.002072246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002371152,0,0,0,0,0,0,0,0,0,0,0.000446389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_07,2250,0.003725717,0,0.003354893,0.009297896,0,0.010332643,0,3.52E-06,0.004961908,0,0.000942003,0,0,0,0,0,0,0,0,0,0,0.000286246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003251189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_34,2250,0.004553409,0,0.003472778,0.015827843,0,0.01709888,0,0,0.006113832,0,0.000180049,0,0,0,0,0,0,2.78E-05,0.000233499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000509942,0,0,0,0,0,0.001414988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_37,2250,0.004030207,0,0.003476332,0.010570626,0,0.02209208,0,0.000304669,0.007523526,0,0.000247143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003831587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_18,2250,0.003565012,0,0.003324649,0.009081954,0,0.018145257,0,0,0.005396589,0,0.000894138,0,0,0,0,0,0,0,0,0,0,0.000286246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000566616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004070887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_43,2250,0.00319087,0,0.003096522,0.009310226,0,0.019166456,0,0,0.005815658,0,0.002079764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002371152,0,0,0,0,0,0,0,0,0,0,0.000446389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004070887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_10,2250,0.003416203,0,0.003237966,0.008947648,0,0.020611557,0,0,0.005847897,0,0.001461362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004070887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_58,2250,0.003147644,0,0.002999966,0.008838938,0,0.019501547,0,0,0.005603781,0,0.001769603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000483581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004070887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_08,2250,0.00173401,0,0.001624172,0.008810625,0,0.006335834,0,0.000188368,0.004856485,0,0.001217133,0,0,0.001799483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238906,0,0,0.001084226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_12,2250,0.004522714,0,0.003652175,0.004933887,0,0.019530524,0,0.000827871,0.010337391,0,0.000366765,0,0,0,0,0,0,0.00040683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007592197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_17,2250,0.003113892,0,0.001205578,0.006864798,0,0.022560015,6.37E-05,6.95E-05,0.004301157,0,0.002199956,0,0,0.023958881,0.00068379,0,0,0.000935129,0.00017604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001556399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000956243,0,0,0,0,0,0.000284861,0,0,0.002512687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_01,2250,0.007323492,0,0.004794847,0.013887318,0,0.019571786,0,0.000551358,0.003970404,0,0.002086804,0,0,0,0.000326911,0,0,9.74E-05,0,0,0,0.00043296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002007166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000528524,0,0,0,0,0,0.009489367,0,0,0.000974625,0,0,0,0.001547531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_26,2250,0.006996591,0,0.004440456,0.014588433,0,0.020026769,0,0.000749495,0.004145211,0,0.002086804,0,0,0,0.000326911,0,0,9.74E-05,0,0,0,0.00043296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001141888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011785404,0,0,0.001478262,0,0,0,0.001547531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_27,2250,0.006275657,0,0.003759239,0.012826021,0,0.01588569,0,0.000983407,0.005570976,0,0.000503634,0,0,0,0.000326911,0,0,3.64E-06,0,0,0,0.000185642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000925285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014574807,0,0,0.000503638,0,0,0,0.000791687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_28,2250,0.005779416,0,0.00327152,0.010588519,0,0.01588006,0,0.000659846,0.006834396,0,0.00151085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007354349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_02,2250,0.005726124,0,0.003237976,0.009691622,0,0.014300678,0,0.000122958,0.006646107,0,0.00151085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_29,2250,0.005709469,0,0.003214332,0.008192482,0,0.014106405,0,0,0.006016976,0,0.001007225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_30,2250,0.005680966,0,0.003209733,0.007860403,0,0.014253499,0,0,0.005591973,0,0.00050908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_31,2250,0.005810287,0,0.003134018,0.007263175,0,0.013379896,0,1.89E-05,0.003814269,0,0.00086505,0,0,0,0.003109781,0,0,0.000268081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000898638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000915839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_32,2250,0.005282567,0,0.002832877,0.0080038,0,0.011239877,0,0.0002819,0.003951461,0,0.00086505,0,0,0,0.00465089,0,0,0.000268081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000898638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000915839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_20,2250,0.003895124,0,0.003311893,0.014421401,0,0.008468292,0,0.000242276,0.00384139,0,0.00154182,0,0,0,0.000389992,0,0,0.000174684,0,0,0,0,0,0,0,0.000104423,0,0,0,0.007135826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338047,0,0,0,0,0,0.002363703,0,0,0.000790944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_21,2250,0.003723471,0,0.003367773,0.010692374,0,0.010369323,0,0.000269653,0.003904529,0,0.000757112,0,0,0,0.000111496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003251189,0,0,0.001098166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_23,2250,0.00541294,0,0.004216434,0.014445784,0,0.010066319,0,0.000236291,0.004435212,0,0.000509948,0,0,0,0.000278066,0,0,0.000509835,0,0,0,0,0,0,0,0.000104423,0,0,0,0.007135826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568225,0,0,0,0,0,0,0,0.00107124,0,0,0,0,0,0.002363703,0,0,0.001917026,0,0,0,0.008092302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_41,2250,0.00674341,0,0.004992192,0.01465113,0,0.016143075,0,6.98E-05,0.005865072,0,0.000480617,0,0,0,0.000199411,0,0,0.000577929,0,0,0,0,0,0,0,0.000547059,0,0,0,0.007135826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568225,0,0,0,0,0,0,0,0.00107124,0,0,0,0,0,0.000411997,0,0,0.002210562,0,0,0,0.013504748,0.002371657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_25,2250,0.003763757,0,0.003333822,0.009577958,0,0.012897571,0,3.52E-06,0.004240293,0,0.001469753,0,0,0,0,0,0,0,0,0,0,0.000286246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000483581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_09,2250,0.003765176,0,0.003381115,0.009280806,0,0.011078778,0,3.52E-06,0.00486671,0,0.001383285,0,0,0,0,0,0,0,0,0,0,0.000286246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003251189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_24,2250,0.004893249,0,0.004190726,0.014029139,0,0.010998421,0,0.000269653,0.005446242,0,0.001013607,0,0,0,0.000389992,0,0,0.000174684,0,0,0,0,0,0,0,0.000104423,0,0,0,0.007135826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338047,0,0,0,0,0,0.002363703,0,0,0.00129458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_46,2250,0.004622803,0,0.004001318,0.0115768,0,0.011764148,0,0.000269653,0.004711395,0,0.000757112,0,0,0,0.000111926,0,0,0.000174684,0,0,0,0,0,0,0,0,0,0,0,0.002134425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005614892,0,0,0.00129458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_40,2250,0.00207579,0,0.000586357,0.006836914,0,0.020486949,6.37E-05,0.000203032,9.23E-05,0,0.003424573,0,0,0.024339677,0.00068379,0,0,0.000935129,0.00017604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001556399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001126836,0,0,0,0,0,0.000284861,0,0,0.002512687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_16,2250,0.004419407,0,0.002302714,0.007119341,0,0.022260076,6.37E-05,6.95E-05,0.009217488,0,0.002323494,0,0,0.019276089,0.000252269,0,0,0.000935129,0.00017604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001556399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000678931,0,0,0,0,0,0,0,0,0.00147851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_04,2250,0.004363212,0,0.003701046,0.012937581,0,0.020469154,0,0.000120816,0.010083715,0,0.00096919,0,0,0,0,0,0,5.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001276475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003439582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_36,2250,0.004890823,0,0.003647782,0.011501476,0,0.019228632,0,1.56E-05,0.008031175,0,0.001504176,0,0,0,0,0,0,5.56E-05,0.000233499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006295531,0,0,0.000503627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_03,2250,0.006997732,0,0.005272486,0.016783472,0,0.021617186,0,1.85E-05,0.006814628,0,0.000503669,0,0,0,0.00344961,0,0,0.000431023,0,0,0,0,0,0,0,0.001014979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568225,0,0,0,0,0,0,0,0.001243135,0,0,0,0,0,0.000411997,0,0,0.002162342,0,0,0,0.013504748,0.002371657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_15,2250,0.007678775,0,0.005775437,0.015381863,0,0.021433541,0,1.85E-05,0.00707183,0,0.000503669,0,0,0,0.005434261,0,0,0.000574413,0,0,0,0,0,0,0,0.002054331,0,0.004320558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568225,0,0,0,0,0,0,0,0.000733193,0,0,0,0,0,0.002258944,0,0,0.002162342,0,0,0,0.013504748,0.002371657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_14,2250,0.006170241,0,0.004401783,0.018178372,0,0.018447629,0,0.000110159,0.006630574,0,0.001007334,0,0,0,0.005434261,0,0,0.000546635,0,0,0,0,0,0,0,0.003359137,0,0.0045172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568225,0,0,0,0,0,0,0,0.000733193,0,0,0,0,0,0.004187361,0,0,0.002162342,0,0,0,0.013504748,0.002371657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU15_22,2250,0.003829346,0,0.001274586,0.003733163,0,0.013645233,4.32E-05,0.00016965,0.002349289,0,0.003166713,0,0,0.028357548,0.036414051,0,0,6.56E-05,0.008977685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003013761,0,0.003709817,0,0,0,0,0,0,0,0,0,0,0,0.002366923,0,0,0.005871089,0,0,0,0.00489385,0.003178041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
