array,site,months_active,black_bear,caribou,cougar,coyote,fisher,grey_wolf,lynx,moose,red_fox,red_squirrel,snowshoe_hare,white_tailed_deer,wolverine,absent_black_bear,absent_caribou,absent_cougar,absent_coyote,absent_fisher,absent_grey_wolf,absent_lynx,absent_moose,absent_red_fox,absent_white_tailed_deer,absent_wolverine,absent_snowshoe_hare,absent_red_squirrel
LU16,LU16_54,12,7,0,0,6,2,0,1,2,1,2,3,7,0,1,12,12,6,10,12,11,10,11,5,12,9,10
LU16,LU16_55,4,1,0,0,3,1,0,0,0,0,1,3,3,0,1,4,4,1,3,4,4,4,4,1,4,1,3
LU16,LU16_57,12,2,0,0,7,0,1,0,0,2,3,1,6,0,6,12,12,5,12,11,12,12,10,6,12,11,9
LU16,LU16_58,12,3,0,0,3,3,0,1,1,1,5,3,7,0,5,12,12,9,9,12,11,11,11,5,12,9,7
LU16,LU16_60,12,6,0,0,5,0,1,1,2,2,8,6,4,0,2,12,12,7,12,11,11,10,10,8,12,6,4
LU16,LU16_62,12,3,0,0,2,0,0,0,0,1,9,1,6,0,5,12,12,10,12,12,12,12,11,6,12,11,3
LU16,LU16_63,12,4,0,0,10,3,0,1,3,0,6,2,1,0,4,12,12,2,9,12,11,9,12,11,12,10,6
LU16,LU16_67,12,2,0,0,10,4,0,1,0,0,9,2,0,1,6,12,12,2,8,12,11,12,12,12,11,10,3
LU16,LU16_68,12,1,0,0,1,0,0,0,0,1,4,0,0,0,7,12,12,11,12,12,12,12,11,12,12,12,8
LU16,LU16_69,12,7,0,0,1,0,0,1,2,0,3,2,0,0,1,12,12,11,12,12,11,10,12,12,12,10,9
LU16,LU16_70,12,7,0,0,3,0,1,0,2,1,8,0,1,0,1,12,12,9,12,11,12,10,11,11,12,12,4
LU16,LU16_71,12,0,0,0,1,0,0,0,0,2,7,0,1,0,8,12,12,11,12,12,12,12,10,11,12,12,5
LU16,LU16_72,12,4,0,0,4,2,0,4,3,1,11,8,2,0,4,12,12,8,10,12,8,9,11,10,12,4,1
LU16,LU16_73,12,3,0,0,1,0,0,1,2,0,12,3,2,0,5,12,12,11,12,12,11,10,12,10,12,9,0
LU16,LU16_74,12,5,0,0,6,1,0,7,2,0,12,12,1,0,3,12,12,6,11,12,5,10,12,11,12,0,0
LU16,LU16_75,12,0,0,0,5,0,1,0,0,2,1,0,2,0,8,12,12,7,12,11,12,12,10,10,12,12,11
LU16,LU16_77,12,3,1,0,0,0,0,0,0,9,1,0,2,0,5,11,12,12,12,12,12,12,3,10,12,12,11
LU16,LU16_80,12,2,0,0,3,0,1,0,1,4,0,0,2,0,6,12,12,9,12,11,12,11,8,10,12,12,12
LU16,LU16_81,11,1,0,0,1,0,0,0,0,7,9,0,1,0,7,11,11,10,11,11,11,11,4,10,11,11,2
LU16,LU16_83,12,3,0,0,4,3,0,2,4,0,7,5,2,0,5,12,12,8,9,12,10,8,12,10,12,7,5
LU16,LU16_84,12,5,0,0,4,1,1,3,2,2,8,8,4,0,3,12,12,8,11,11,9,10,10,8,12,4,4
LU16,LU16_85,12,6,0,0,1,1,0,1,3,0,5,11,4,0,2,12,12,11,11,12,11,9,12,8,12,1,7
LU16,LU16_88,12,7,1,0,3,0,1,3,1,4,8,2,0,2,1,11,12,9,12,11,9,11,8,12,10,10,4
LU22,LU22_4,10,1,0,0,1,0,0,1,0,0,0,5,0,0,6,10,10,9,10,10,9,10,10,10,10,5,10
LU22,LU22_5,11,4,0,0,3,2,0,0,1,0,9,10,0,0,3,11,11,8,9,11,11,10,11,11,11,1,2
LU22,LU22_6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LU22,LU22_7,11,2,0,0,0,1,1,1,0,0,5,4,1,0,5,11,11,11,10,10,10,11,11,10,11,7,6
LU22,LU22_8,11,4,0,0,0,3,0,1,0,0,0,1,1,0,3,11,11,11,8,11,10,11,11,10,11,10,11
LU22,LU22_101,11,1,0,0,0,0,1,0,2,0,0,0,1,0,6,11,11,11,11,10,11,9,11,10,11,11,11
LU22,LU22_103,11,2,0,0,2,2,0,1,0,0,0,5,1,0,5,11,11,9,9,11,10,11,11,10,11,6,11
LU22,LU22_107,11,1,0,0,0,2,0,0,0,0,0,11,2,0,6,11,11,11,9,11,11,11,11,9,11,0,11
LU22,LU22_11,11,0,0,0,1,1,2,3,0,0,11,11,1,0,7,11,11,10,10,9,8,11,11,10,11,0,0
LU22,LU22_110,10,4,0,0,5,2,0,2,0,0,1,2,3,0,3,10,10,5,8,10,8,10,10,7,10,8,9
LU22,LU22_15,11,2,0,0,0,4,0,0,0,0,11,6,2,0,5,11,11,11,7,11,11,11,11,9,11,5,0
LU22,LU22_17,10,1,0,0,3,2,0,0,0,0,1,2,2,0,6,10,10,7,8,10,10,10,10,8,10,8,9
LU22,LU22_18,11,5,0,0,5,3,0,2,1,0,1,5,1,0,2,11,11,6,8,11,9,10,11,10,11,6,10
LU22,LU22_21,11,2,0,0,2,2,2,1,0,0,1,4,1,0,5,11,11,9,9,9,10,11,11,10,11,7,10
LU22,LU22_22,11,1,0,0,7,1,2,1,0,0,5,2,0,0,6,11,11,4,10,9,10,11,11,11,11,9,6
LU22,LU22_25,11,4,0,0,1,1,0,0,0,0,0,5,2,0,3,11,11,10,10,11,11,11,11,9,11,6,11
LU22,LU22_29,11,1,0,0,2,2,1,2,1,0,0,3,2,0,6,11,11,9,9,10,9,10,11,9,11,8,11
LU22,LU22_30,11,4,0,0,2,9,1,0,0,0,3,3,1,0,3,11,11,9,2,10,11,11,11,10,11,8,8
LU22,LU22_32,11,2,0,0,1,1,1,0,0,0,1,8,3,0,5,11,11,10,10,10,11,11,11,8,11,3,10
LU22,LU22_33,11,3,0,0,1,2,0,4,0,0,4,10,2,0,4,11,11,10,9,11,7,11,11,9,11,1,7
LU22,LU22_34,11,2,0,0,0,2,0,3,0,0,0,0,3,0,5,11,11,11,9,11,8,11,11,8,11,11,11
LU22,LU22_35,11,3,0,0,1,4,0,0,0,0,2,0,1,0,4,11,11,10,7,11,11,11,11,10,11,11,9
LU22,LU22_36,11,2,0,0,8,3,1,0,0,0,2,8,0,0,5,11,11,3,8,10,11,11,11,11,11,3,9
LU22,LU22_38,4,0,0,0,3,1,0,1,0,0,2,0,0,0,2,4,4,1,3,4,3,4,4,4,4,4,2
LU22,LU22_40,11,2,0,0,1,3,0,0,0,2,11,1,0,0,5,11,11,10,8,11,11,11,9,11,11,10,0
LU22,LU22_44,10,4,0,0,7,2,0,1,0,0,0,8,4,0,3,10,10,3,8,10,9,10,10,6,10,2,10
LU22,LU22_46,11,1,0,0,1,1,1,0,0,0,1,0,2,0,6,11,11,10,10,10,11,11,11,9,11,11,10
LU22,LU22_47,11,3,0,0,2,1,0,0,0,0,6,1,2,0,4,11,11,9,10,11,11,11,11,9,11,10,5
LU22,LU22_48,11,3,0,0,2,3,0,1,0,0,4,1,6,0,4,11,11,9,8,11,10,11,11,5,11,10,7
LU22,LU22_49,11,4,0,0,1,2,0,0,0,0,0,2,3,0,3,11,11,10,9,11,11,11,11,8,11,9,11
LU22,LU22_50,10,1,0,0,1,2,1,0,1,0,3,0,2,0,6,10,10,9,8,9,10,9,10,8,10,10,7
LU22,LU22_53,11,5,0,0,2,0,0,0,0,0,6,8,2,0,2,11,11,9,11,11,11,11,11,9,11,3,5
LU22,LU22_60,11,2,0,0,2,0,1,0,0,0,2,3,2,0,5,11,11,9,11,10,11,11,11,9,11,8,9
LU22,LU22_61,10,1,0,0,0,3,0,0,0,0,2,8,0,0,6,10,10,10,7,10,10,10,10,10,10,2,8
LU22,LU22_63,11,1,0,0,3,1,0,1,0,0,9,0,0,0,6,11,11,8,10,11,10,11,11,11,11,11,2
LU22,LU22_65,11,3,0,0,1,0,0,0,1,0,9,2,0,0,4,11,11,10,11,11,11,10,11,11,11,9,2
LU22,LU22_69,11,1,0,0,8,1,1,2,0,0,10,10,2,0,6,11,11,3,10,10,9,11,11,9,11,1,1
LU22,LU22_70,11,2,0,0,3,1,0,0,0,0,2,0,4,0,5,11,11,8,10,11,11,11,11,7,11,11,9
LU22,LU22_71,11,0,0,0,2,1,0,0,0,0,8,0,2,0,7,11,11,9,10,11,11,11,11,9,11,11,3
LU22,LU22_72,10,1,0,0,0,0,0,0,1,0,6,1,3,0,6,10,10,10,10,10,10,9,10,7,10,9,4
LU22,LU22_76,11,2,0,0,3,8,0,3,0,0,8,5,2,0,5,11,11,8,3,11,8,11,11,9,11,6,3
LU22,LU22_77,11,4,0,0,1,1,2,0,1,0,1,0,1,0,3,11,11,10,10,9,11,10,11,10,11,11,10
LU22,LU22_80,11,3,0,0,1,5,0,0,1,0,0,10,0,0,4,11,11,10,6,11,11,10,11,11,11,1,11
LU22,LU22_81,11,2,0,0,6,5,0,0,0,0,1,4,1,1,5,11,11,5,6,11,11,11,11,10,10,7,10
LU22,LU22_82,11,0,0,0,6,0,0,1,1,0,1,9,0,0,7,11,11,5,11,11,10,10,11,11,11,2,10
LU22,LU22_85,11,2,0,0,9,1,0,5,0,0,1,4,3,0,5,11,11,2,10,11,6,11,11,8,11,7,10
LU22,LU22_86,11,3,0,0,1,2,0,2,3,0,0,0,0,0,4,11,11,10,9,11,9,8,11,11,11,11,11
LU22,LU22_87,11,0,0,0,3,1,1,0,0,0,1,5,1,0,7,11,11,8,10,10,11,11,11,10,11,6,10
LU22,LU22_89,11,1,0,0,9,1,0,6,1,0,3,11,1,0,6,11,11,2,10,11,5,10,11,10,11,0,8
LU22,LU22_94,11,3,0,0,9,3,0,0,0,0,5,2,0,0,4,11,11,2,8,11,11,11,11,11,11,9,6
WF,WF_1,13,0,0,0,0,1,1,0,0,0,0,0,2,0,9,13,13,13,12,12,13,13,13,11,13,13,13
WF,WF_10,13,2,0,0,0,0,1,0,6,0,0,0,3,0,7,13,13,13,13,12,13,7,13,10,13,13,13
WF,WF_100,11,2,0,0,0,0,0,1,1,0,0,0,2,0,5,11,11,11,11,11,10,10,11,9,11,11,11
WF,WF_11,13,1,0,0,0,1,0,0,2,0,0,2,1,0,8,13,13,13,12,13,13,11,13,12,13,11,13
WF,WF_12,13,7,0,0,1,0,6,1,1,0,0,4,3,0,2,13,13,12,13,7,12,12,13,10,13,9,13
WF,WF_13,13,1,0,0,0,0,1,1,2,0,0,2,1,0,8,13,13,13,13,12,12,11,13,12,13,11,13
WF,WF_14,13,3,0,0,6,0,4,5,6,0,0,3,1,0,6,13,13,7,13,9,8,7,13,12,13,10,13
WF,WF_15,3,0,0,0,0,0,1,1,1,0,0,2,2,0,3,3,3,3,3,2,2,2,3,1,3,1,3
WF,WF_16,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1
WF,WF_17,13,1,6,0,2,0,1,1,2,0,0,1,1,0,8,7,13,11,13,12,12,11,13,12,13,12,13
WF,WF_18,13,2,0,0,4,0,1,4,4,0,0,3,6,0,7,13,13,9,13,12,9,9,13,7,13,10,13
WF,WF_19,13,0,0,0,2,0,1,0,2,0,0,5,3,0,9,13,13,11,13,12,13,11,13,10,13,8,13
WF,WF_2,13,5,0,0,1,0,5,4,9,0,0,1,3,0,4,13,13,12,13,8,9,4,13,10,13,12,13
WF,WF_20,13,0,0,0,0,0,0,0,2,0,0,2,0,0,9,13,13,13,13,13,13,11,13,13,13,11,13
WF,WF_21,13,0,0,0,0,0,0,0,1,0,0,0,0,0,9,13,13,13,13,13,13,12,13,13,13,13,13
WF,WF_22,13,3,0,0,0,0,0,0,4,0,0,4,6,0,6,13,13,13,13,13,13,9,13,7,13,9,13
WF,WF_23,13,1,0,0,0,0,0,0,2,0,0,0,0,0,8,13,13,13,13,13,13,11,13,13,13,13,13
WF,WF_24,13,2,0,0,0,0,0,1,2,0,0,0,4,0,7,13,13,13,13,13,12,11,13,9,13,13,13
WF,WF_25,12,1,0,0,0,0,0,0,3,0,0,0,0,0,7,12,12,12,12,12,12,9,12,12,12,12,12
WF,WF_26,13,5,0,0,0,0,1,1,5,1,0,0,7,0,4,13,13,13,13,12,12,8,12,6,13,13,13
WF,WF_27,13,3,0,0,1,0,3,0,4,0,0,0,3,0,6,13,13,12,13,10,13,9,13,10,13,13,13
WF,WF_28,12,4,0,0,1,0,1,0,0,0,0,2,4,0,4,12,12,11,12,11,12,12,12,8,12,10,12
WF,WF_29,13,5,0,0,2,0,0,1,2,2,0,0,4,0,4,13,13,11,13,13,12,11,11,9,13,13,13
WF,WF_3,11,1,0,0,0,0,0,0,2,0,0,3,1,0,6,11,11,11,11,11,11,9,11,10,11,8,11
WF,WF_30,13,0,0,0,2,0,0,0,2,0,0,2,6,0,9,13,13,11,13,13,13,11,13,7,13,11,13
WF,WF_32,13,5,0,0,0,0,1,0,4,0,0,2,5,0,4,13,13,13,13,12,13,9,13,8,13,11,13
WF,WF_33,13,0,0,0,0,0,0,3,5,0,0,0,7,0,9,13,13,13,13,13,10,8,13,6,13,13,13
WF,WF_34,3,2,0,0,2,0,0,0,1,0,0,2,1,0,1,3,3,1,3,3,3,2,3,2,3,1,3
WF,WF_35,13,2,0,0,0,0,2,0,3,0,0,0,8,0,7,13,13,13,13,11,13,10,13,5,13,13,13
WF,WF_36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
WF,WF_37,13,4,0,0,1,1,0,0,4,0,0,1,4,0,5,13,13,12,12,13,13,9,13,9,13,12,13
WF,WF_38,13,3,0,0,0,0,0,0,0,0,0,2,2,0,6,13,13,13,13,13,13,13,13,11,13,11,13
WF,WF_39,13,0,0,0,0,0,1,0,0,0,0,1,0,0,9,13,13,13,13,12,13,13,13,13,13,12,13
WF,WF_4,13,3,0,0,0,0,6,0,2,1,0,1,3,0,6,13,13,13,13,7,13,11,12,10,13,12,13
WF,WF_40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
WF,WF_41,13,0,0,0,0,0,0,0,0,0,0,0,2,0,9,13,13,13,13,13,13,13,13,11,13,13,13
WF,WF_42,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,3,2,3,3,3,2,3,3,3,3,3
WF,WF_43,13,0,0,0,0,0,0,0,2,0,0,2,2,0,9,13,13,13,13,13,13,11,13,11,13,11,13
WF,WF_44,13,2,0,1,0,1,1,0,4,0,0,1,1,0,7,13,12,13,12,12,13,9,13,12,13,12,13
WF,WF_45,9,1,0,0,0,0,0,0,5,0,0,0,0,0,7,9,9,9,9,9,9,4,9,9,9,9,9
WF,WF_46,13,7,0,0,1,2,7,7,3,0,0,4,4,0,2,13,13,12,11,6,6,10,13,9,13,9,13
WF,WF_47,12,5,0,0,1,0,0,2,6,0,0,2,7,0,3,12,12,11,12,12,10,6,12,5,12,10,12
WF,WF_48,13,4,0,0,0,0,1,1,5,0,0,0,4,0,5,13,13,13,13,12,12,8,13,9,13,13,13
WF,WF_49,13,5,0,0,2,0,5,1,6,0,0,0,1,0,4,13,13,11,13,8,12,7,13,12,13,13,13
WF,WF_5,13,5,0,0,3,0,0,2,1,2,0,4,7,0,4,13,13,10,13,13,11,12,11,6,13,9,13
WF,WF_50,13,5,0,0,0,1,0,1,4,0,0,1,1,0,4,13,13,13,12,13,12,9,13,12,13,12,13
WF,WF_51,13,3,0,0,5,0,7,1,0,1,0,1,2,0,6,13,13,8,13,6,12,13,12,11,13,12,13
WF,WF_52,13,1,0,0,0,0,0,0,1,0,0,0,0,0,8,13,13,13,13,13,13,12,13,13,13,13,13
WF,WF_53,13,0,1,0,0,0,5,1,7,0,0,4,1,0,9,12,13,13,13,8,12,6,13,12,13,9,13
WF,WF_54,13,1,0,0,0,0,2,0,1,0,0,0,1,0,8,13,13,13,13,11,13,12,13,12,13,13,13
WF,WF_55,13,1,0,0,0,0,0,0,4,0,0,0,0,0,8,13,13,13,13,13,13,9,13,13,13,13,13
WF,WF_56,13,2,4,0,0,0,1,1,6,0,0,5,3,0,7,9,13,13,13,12,12,7,13,10,13,8,13
WF,WF_57,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2,2,2,1,2,1,2,2,2,2,2
WF,WF_58,13,1,0,0,0,0,0,1,3,0,0,3,2,0,8,13,13,13,13,13,12,10,13,11,13,10,13
WF,WF_59,13,0,0,0,0,1,0,0,0,0,0,0,2,0,9,13,13,13,12,13,13,13,13,11,13,13,13
WF,WF_6,13,2,0,0,0,0,0,0,2,0,0,0,0,0,7,13,13,13,13,13,13,11,13,13,13,13,13
WF,WF_60,3,1,0,0,0,0,0,0,2,0,0,0,1,0,2,3,3,3,3,3,3,1,3,2,3,3,3
WF,WF_61,13,1,0,0,0,0,0,0,6,0,0,0,0,0,8,13,13,13,13,13,13,7,13,13,13,13,13
WF,WF_62,13,2,0,0,0,1,0,3,3,0,0,6,2,0,7,13,13,13,12,13,10,10,13,11,13,7,13
WF,WF_63,13,2,0,0,0,0,0,0,4,0,0,0,2,0,7,13,13,13,13,13,13,9,13,11,13,13,13
WF,WF_64,3,0,0,0,0,0,0,0,1,0,0,0,2,0,3,3,3,3,3,3,3,2,3,1,3,3,3
WF,WF_65,13,0,0,0,0,0,0,0,0,0,0,0,2,0,9,13,13,13,13,13,13,13,13,11,13,13,13
WF,WF_66,13,2,0,0,0,0,0,0,3,0,0,0,7,0,7,13,13,13,13,13,13,10,13,6,13,13,13
WF,WF_67,13,4,1,0,0,2,0,0,7,1,0,3,8,0,5,12,13,13,11,13,13,6,12,5,13,10,13
WF,WF_68,13,0,0,0,0,0,1,1,0,0,0,4,2,0,9,13,13,13,13,12,12,13,13,11,13,9,13
WF,WF_69,12,3,0,0,0,0,1,0,0,0,0,0,6,0,5,12,12,12,12,11,12,12,12,6,12,12,12
WF,WF_7,13,5,0,0,1,0,1,0,1,0,0,1,6,0,4,13,13,12,13,12,13,12,13,7,13,12,13
WF,WF_70,13,1,0,0,0,0,0,0,3,0,0,0,5,0,8,13,13,13,13,13,13,10,13,8,13,13,13
WF,WF_71,13,1,0,0,0,0,0,0,5,0,0,0,7,0,8,13,13,13,13,13,13,8,13,6,13,13,13
WF,WF_72,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
WF,WF_73,13,5,0,0,2,0,2,0,3,0,0,0,9,0,4,13,13,11,13,11,13,10,13,4,13,13,13
WF,WF_74,12,2,0,0,0,0,0,0,2,0,0,0,7,0,6,12,12,12,12,12,12,10,12,5,12,12,12
WF,WF_75,11,0,0,0,1,0,0,2,1,0,0,3,0,0,7,11,11,10,11,11,9,10,11,11,11,8,11
WF,WF_76,6,0,0,0,0,0,1,0,3,0,0,0,0,0,2,6,6,6,6,5,6,3,6,6,6,6,6
WF,WF_77,11,1,0,0,0,0,1,2,1,0,0,2,4,0,6,11,11,11,11,10,9,10,11,7,11,9,11
WF,WF_78,11,1,0,0,0,0,2,0,1,0,0,0,7,0,6,11,11,11,11,9,11,10,11,4,11,11,11
WF,WF_79,11,0,0,0,0,0,0,2,3,0,0,2,3,0,7,11,11,11,11,11,9,8,11,8,11,9,11
WF,WF_8,13,6,0,0,1,0,1,0,7,0,0,0,6,0,3,13,13,12,13,12,13,6,13,7,13,13,13
WF,WF_80,6,0,0,0,0,0,0,0,3,0,0,0,1,0,2,6,6,6,6,6,6,3,6,5,6,6,6
WF,WF_81,11,2,0,0,2,0,1,2,5,0,0,3,2,0,5,11,11,9,11,10,9,6,11,9,11,8,11
WF,WF_82,11,1,1,0,1,0,0,4,6,0,0,5,0,0,6,10,11,10,11,11,7,5,11,11,11,6,11
WF,WF_83,11,0,0,0,0,0,2,2,0,0,0,2,3,0,7,11,11,11,11,9,9,11,11,8,11,9,11
WF,WF_85,11,2,0,0,0,0,0,0,3,0,0,0,5,0,5,11,11,11,11,11,11,8,11,6,11,11,11
WF,WF_86,11,0,0,0,0,0,1,0,2,0,0,1,7,0,7,11,11,11,11,10,11,9,11,4,11,10,11
WF,WF_87,10,1,0,0,0,0,0,0,1,0,0,0,9,0,5,10,10,10,10,10,10,9,10,1,10,10,10
WF,WF_88,6,0,0,0,0,0,0,2,2,0,0,1,3,0,2,6,6,6,6,6,4,4,6,3,6,5,6
WF,WF_89,5,2,0,0,0,0,0,0,2,0,0,0,5,0,3,5,5,5,5,5,5,3,5,0,5,5,5
WF,WF_9,13,4,0,0,0,0,1,0,3,0,0,1,2,0,5,13,13,13,13,12,13,10,13,11,13,12,13
WF,WF_90,11,2,0,0,0,0,2,1,2,0,0,4,4,0,5,11,11,11,11,9,10,9,11,7,11,7,11
WF,WF_91,11,0,0,0,0,0,1,0,2,0,0,0,11,0,7,11,11,11,11,10,11,9,11,0,11,11,11
WF,WF_92,11,2,0,0,0,0,0,0,1,0,0,2,5,0,5,11,11,11,11,11,11,10,11,6,11,9,11
WF,WF_93,11,1,0,0,1,0,0,1,1,0,0,4,6,0,6,11,11,10,11,11,10,10,11,5,11,7,11
WF,WF_94,10,2,0,0,0,0,1,1,1,0,0,0,10,0,4,10,10,10,10,9,9,9,10,0,10,10,10
WF,WF_95,11,2,0,0,0,0,0,1,1,0,0,0,10,0,5,11,11,11,11,11,10,10,11,1,11,11,11
WF,WF_96,11,5,0,0,1,0,1,0,2,0,0,0,5,0,2,11,11,10,11,10,11,9,11,6,11,11,11
WF,WF_97,11,0,0,0,2,0,0,1,2,0,0,4,5,0,7,11,11,9,11,11,10,9,11,6,11,7,11
WF,WF_98,11,3,0,0,1,0,4,0,6,0,0,0,3,0,4,11,11,10,11,7,11,5,11,8,11,11,11
WF,WF_99,11,1,0,0,0,0,1,0,4,0,0,0,2,0,6,11,11,11,11,10,11,7,11,9,11,11,11
