model_name,scale,df,logLik,AICc,delta,delta_subsetted,weight_subsetted,intercept,fire_0_15,lc_broadleaf,lc_coniferous,lc_mixedwood,lc_shrubs,lc_wetland,lc_wetland_treed,pipe_trans,seismic,wells_inactive,harvest_0_15,osm_industrial,wells_active,nonanthro_ed,landscape_shei,landscape_mesh,cfi_site,cfi_site:nonanthro_ed
m_harvest_750,750,9,-4698.328987450204,9414.694649717034,8.984114209222753,1.0830525366145594,0.170345172069748,-1.5646064892847213,0.17179260987114775,-0.4018270260080557,-0.04664175456414945,0.16964981116378594,NA,NA,NA,NA,NA,NA,0.15522735382462355,NA,NA,NA,NA,NA,NA,NA
m_seis_wells_1750,1750,11,-4696.321137502072,9414.696086663336,8.985551155525172,0,0.359754007714213,-1.5628897082072326,0.14371049834555635,-0.3615996048976802,-0.05792654320415275,0.16229981845389171,NA,NA,NA,0.18611433637397226,-0.2707139356698848,-0.0458193493513755,NA,NA,NA,NA,NA,NA,NA,NA
m_active_seis_500,500,13,-4694.324618126442,9414.723461375233,9.012925867422382,3.6284103628822777,0.0544581339376488,-1.5746698757866628,0.10765738541795611,-0.41477450721259107,-0.002340330807548503,0.16625761246768084,NA,NA,NA,0.09270602572893394,-0.16434699754529616,-0.18456066194657192,NA,0.02019554771846609,0.07149459147068761,NA,NA,NA,NA,NA
m_seis_wells_4000,4000,11,-4696.359343696814,9414.77249905282,9.061963545009348,0,0.490602859125214,-1.5637379180349227,0.1887122793210057,-0.207696530097947,0.007613683109306556,0.1249201532011895,NA,NA,NA,0.31410191970791396,-0.3912468461728287,-0.007074929561160282,NA,NA,NA,NA,NA,NA,NA,NA
m_core_1000,1000,8,-4699.4562104600445,9414.941754796642,9.231219288831198,3.269701642169821,0.0773467935873429,-1.5650135052331897,0.23679596562852662,-0.4152672419142773,-0.09983349843433204,0.1910637845628018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_seis_wells_2250,2250,11,-4696.451193706347,9414.956199071887,9.245663564075585,0,0.39162162546918,-1.5600563821134492,0.14587979127541176,-0.3169221059399754,-0.051622054304751364,0.13469295576637907,NA,NA,NA,0.2100678692916626,-0.2841008867551483,-0.08368712323349067,NA,NA,NA,NA,NA,NA,NA,NA
m_harvest_seis_1500,1500,12,-4695.545387271331,9415.154383105353,9.443847597542117,0.8801279312065162,0.224087899380219,-1.561492059299788,0.09942772470440107,-0.38960861333520624,-0.05966230069332344,0.1653560994057996,NA,NA,NA,0.17585894038550026,-0.25691687195312723,-0.019047293889791286,0.10654319132245704,NA,NA,NA,NA,NA,NA,NA
m_harvest_seis_2000,2000,12,-4695.546652366304,9415.1569132953009,9.446377787489837,0.718855493250885,0.271746529409588,-1.5587666289521447,0.09194789902686583,-0.34033523424978157,-0.05452052501188454,0.1382023678459607,NA,NA,NA,0.21129667452699322,-0.26158271322917037,-0.08779958073796636,0.11642862449333878,NA,NA,NA,NA,NA,NA,NA
m_active_seis_1000,1000,13,-4694.582416842659,9415.239058807667,9.528523299855806,3.5670056531944283,0.0666628027432385,-1.5669014914260304,0.10086157607158797,-0.42245796921611817,-0.0660763996594571,0.16037585992319212,NA,NA,NA,0.19178852829570545,-0.19990075398068002,-0.14858861728434367,NA,0.04903870057993502,-0.05165229942278314,NA,NA,NA,NA,NA
m_harvest_seis_50,50,12,-4695.6082363936785,9415.280081350049,9.569545842237858,6.979931446447154,0.0168729168745707,-1.5672746118354968,0.22155126996020627,-0.4006640253263705,0.0488859841425443,0.1737061561176732,NA,NA,NA,0.03793516510438035,-0.006262503190748514,0.05476825830763338,0.07157550263989103,NA,NA,NA,NA,NA,NA,NA
m_core_750,750,8,-4699.628489311785,9415.286312500124,9.575776992312967,1.6747153197047737,0.126721962002451,-1.5679571199635038,0.2190366105840104,-0.4100366489113407,-0.060146614280615206,0.16978256767941724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_seis_wells_3750,3750,11,-4696.6928179289625,9415.439447517118,9.728912009306441,0,0.465993760409523,-1.5636541720854866,0.1994617485534575,-0.21071171790838925,0.005150027129657441,0.12751337466106016,NA,NA,NA,0.28536205133248843,-0.3818407537664316,0.022427719296359144,NA,NA,NA,NA,NA,NA,NA,NA
m_global_500,500,14,-4693.678073926264,9415.441809692218,9.731274184407084,4.34675867986698,0.0380255409169324,-1.5724195483227428,0.08670454277950976,-0.40128872916059666,0.012521377209228543,0.17035685192510155,NA,NA,NA,0.10229538056499479,-0.1477940461337236,-0.1795693505072488,0.11006169354546344,0.03341865349151512,0.07991264813642264,NA,NA,NA,NA,NA
m_harvest_seis_4250,4250,12,-4695.704824514109,9415.47325759091,9.762722083098197,1.5353963746656518,0.238862906430449,-1.5620362785317168,0.14939788227429268,-0.21954652662336954,0.005273306672709403,0.12413434089483803,NA,NA,NA,0.34190421502321017,-0.4029672897394011,-0.0030574664640613705,0.07835702545856947,NA,NA,NA,NA,NA,NA,NA
m_harvest_seis_5000,5000,12,-4695.719364503078,9415.502337568849,9.791802061037743,1.7321528227003,0.230727589289611,-1.5634030142999278,0.16168796498744556,-0.22433959586098406,0.016201097845372214,0.1347812059359639,NA,NA,NA,0.3606585316900172,-0.42924159262997336,0.01937173775901413,0.061189633249137856,NA,NA,NA,NA,NA,NA,NA
m_core_1250,1250,8,-4699.754750633175,9415.538835142903,9.828299635091753,2.5108211444003246,0.105283053346518,-1.562386201334171,0.24420586405692413,-0.4028606232225305,-0.11926196295187802,0.19070469741015708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_harvest_seis_1750,1750,12,-4695.739775518972,9415.5431596006365,9.832624092825426,0.8470729373002541,0.235540769491047,-1.5604043252164546,0.10530696512559269,-0.36103337828077864,-0.055483315162276586,0.1580377659569826,NA,NA,NA,0.18945358841593374,-0.25992404952863485,-0.04149761124904035,0.10885234053745554,NA,NA,NA,NA,NA,NA,NA
m_harvest_1250,1250,9,-4698.791646983335,9415.619968783296,9.909433275484844,2.5919547847934155,0.101097525414185,-1.559243215451333,0.19382176178251462,-0.40042390455510585,-0.10946792361847593,0.18787431582952943,NA,NA,NA,NA,NA,NA,0.13805880519576755,NA,NA,NA,NA,NA,NA,NA
m_harvest_seis_4500,4500,12,-4695.788246517812,9415.640101598316,9.929566090504522,1.604292617079409,0.237876520376452,-1.5626676490751878,0.15819248289163051,-0.21802009846564072,0.007253479303904203,0.1292566233125713,NA,NA,NA,0.3482887418597721,-0.40873390300732615,0.009412537916703025,0.07293984958735429,NA,NA,NA,NA,NA,NA,NA
m_harvest_seis_4750,4750,12,-4695.815394980101,9415.694398522894,9.983863015082534,1.6757028855063254,0.233918725491964,-1.5627398300005975,0.15858543177755144,-0.22008915963345396,0.012264726879827647,0.13091283174264948,NA,NA,NA,0.3530384268098961,-0.41702097244188435,0.007926247337393548,0.0666723894310861,NA,NA,NA,NA,NA,NA,NA
m_harvest_seis_2250,2250,12,-4695.834903741343,9415.733416045377,10.02288053756638,0.7772169734907948,0.265519330449169,-1.5571790999225905,0.09893226629836582,-0.32161571838495057,-0.0550892291097204,0.12773936722917426,NA,NA,NA,0.21365693368885,-0.2762261130956359,-0.07688895410726031,0.11561174423332223,NA,NA,NA,NA,NA,NA,NA
m_seis_wells_2500,2500,11,-4696.840768432369,9415.735348523931,10.024813016119879,0,0.388085623107277,-1.5594427546974408,0.16037018955381185,-0.29839677919413055,-0.04718364672592069,0.1319667550946326,NA,NA,NA,0.20948367730366044,-0.2936543336749888,-0.0635213339353257,NA,NA,NA,NA,NA,NA,NA,NA
m_global_1000,1000,14,-4693.873967672944,9415.833597185578,10.1230616777666,4.1615440311052225,0.049520064376888,-1.5642911544836595,0.07202248394619623,-0.41339827714575705,-0.054184311418572224,0.16190950115494027,NA,NA,NA,0.19325224927945758,-0.18181812183001822,-0.1440555857530349,0.1169895350771209,0.055596464169812856,-0.043019761524869256,NA,NA,NA,NA,NA
m_global_100,100,14,-4693.904474683818,9415.894611207326,10.184075699515233,10.184075699515233,0.00335880329131884,-1.5690556287803337,0.2039815556778434,-0.46633826919521265,-7.269338091043596e-4,0.16308099318974723,NA,NA,NA,0.00915105301741144,-0.0658222039105862,-0.06665192927385277,0.05072101098848404,0.03168705218593499,-0.042555696369687826,NA,NA,NA,NA,NA
m_seis_wells_2750,2750,11,-4696.995731575804,9416.0452748108,10.334739302988964,0,0.378134395130582,-1.5597763838767185,0.17212025220843571,-0.28958451404724733,-0.04215297403515415,0.13211341777383934,NA,NA,NA,0.2022104443918313,-0.31624600692675436,-0.02710866142146394,NA,NA,NA,NA,NA,NA,NA,NA
m_active_seis_1250,1250,13,-4695.034219676571,9416.142664475492,10.43212896768091,3.114650476989482,0.0778464115662043,-1.5636408938361643,0.10870351892209885,-0.42515424700894444,-0.0904237555128245,0.15898894286479412,NA,NA,NA,0.21093317193310174,-0.2450492520132855,-0.0581413074667915,NA,0.05248890473163294,-0.09877194008662521,NA,NA,NA,NA,NA
m_harvest_seis_4000,4000,12,-4696.076671293699,9416.21695115009,10.506415642279535,1.4444520972701866,0.2382710547138,-1.561540127393868,0.14919865160742096,-0.21670168010993393,-8.647716190755834e-4,0.11914828009102034,NA,NA,NA,0.32038124014851244,-0.38700274789128886,-0.0021088301372994478,0.08504573852488059,NA,NA,NA,NA,NA,NA,NA
m_active_500,500,10,-4698.0946227935965,9416.234079497934,10.523543990122562,5.1390284855824575,0.0255879915277101,-1.5726533988245592,0.2130539537052641,-0.4309220831753207,-0.02828513578144114,0.18984340878049794,NA,NA,NA,NA,NA,NA,NA,0.023518771598786244,0.05924905806588931,NA,NA,NA,NA,NA
m_seis_wells_3000,3000,11,-4697.102367871432,9416.258547402056,10.548011894245064,0,0.375224161634003,-1.5605098024035748,0.18140179372916782,-0.2720860600872109,-0.0340390463216378,0.1290151754226443,NA,NA,NA,0.2161290395119889,-0.32388263700645653,-0.019190278978909115,NA,NA,NA,NA,NA,NA,NA,NA
m_seis_wells_3500,3500,11,-4697.113547034327,9416.280905727846,10.570370220035329,0,0.415448169192596,-1.562630652331936,0.20143983976787116,-0.21932920988588278,-0.005878808557347295,0.12478940416327128,NA,NA,NA,0.2604237795047185,-0.3583043977421832,0.01641307002926069,NA,NA,NA,NA,NA,NA,NA,NA
m_core_1500,1500,8,-4700.13818157223,9416.305697021013,10.595161513201674,2.0314418468660733,0.126012539898178,-1.5613502173503375,0.2607328533877531,-0.3744642718610979,-0.10245348623837641,0.19095903544110363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_active_harvest_500,500,11,-4697.140967297825,9416.335746254843,10.625210747031815,5.240695242491711,0.0243197744313732,-1.570345044963996,0.17818886508184772,-0.41906922913260036,-0.011654008738410444,0.19156001448335877,NA,NA,NA,NA,NA,NA,0.1329235543878894,0.037970896992856516,0.0697126669789919,NA,NA,NA,NA,NA
m_seis_wells_3250,3250,11,-4697.230425017373,9416.514661693938,10.804126186127178,0,0.386078951148477,-1.5612583704819567,0.19684868980646084,-0.23835477012222825,-0.0221482486002794,0.12308654122361674,NA,NA,NA,0.23872650612562854,-0.3415258884773133,0.007649656534925107,NA,NA,NA,NA,NA,NA,NA,NA
m_harvest_1500,1500,9,-4699.302443742604,9416.641562301833,10.931026794021818,2.3673071276862174,0.106532359555652,-1.5584496529315066,0.20981040558769543,-0.37411201597648436,-0.09655718773124361,0.18631474713484722,NA,NA,NA,NA,NA,NA,0.13019947795554265,NA,NA,NA,NA,NA,NA,NA
m_active_seis_4250,4250,13,-4695.297546470331,9416.669318063012,10.958782555200742,2.7314568467681966,0.131349214779956,-1.5650731439921908,0.1977053160931215,-0.19660694202429668,0.035859007699208606,0.12025807883610783,NA,NA,NA,0.3236465837860638,-0.38925118853260826,-0.04712816821244628,NA,0.11426203678113266,0.011541334524456428,NA,NA,NA,NA,NA
m_harvest_seis_2500,2500,12,-4696.3144818389865,9416.692572240665,10.982036732853885,0.9572237167340063,0.240474519286939,-1.5568388012022714,0.11329592612757271,-0.3046319570495024,-0.05216970954503806,0.12493501141297958,NA,NA,NA,0.21397363072479975,-0.28733186420284207,-0.05804336817376615,0.1088081151243362,NA,NA,NA,NA,NA,NA,NA
m_harvest_seis_3750,3750,12,-4696.347762623112,9416.759133808917,11.048598301105812,1.3196862917993712,0.24088727812661,-1.5613850797560669,0.15645855595609823,-0.21975721585576657,-0.003096834330715127,0.12100520145688023,NA,NA,NA,0.2920655518153253,-0.3774541022492311,0.027478877239502972,0.09306318877747072,NA,NA,NA,NA,NA,NA,NA
m_active_seis_5000,5000,13,-4695.345995270864,9416.766215664076,11.055680156265225,2.996030917927783,0.122645575993271,-1.5659532725730678,0.20301094239646175,-0.2031581370106019,0.0459723193463957,0.1277727775306032,NA,NA,NA,0.3543590760730126,-0.4145892097272912,-0.02296185496918574,NA,0.1066036332958688,0.003241852427622662,NA,NA,NA,NA,NA
m_global_1250,1250,14,-4694.437232337166,9416.960126514023,11.24959100621163,3.9321125155202026,0.0517283912081881,-1.5612604715554543,0.07744074887547284,-0.418115637386568,-0.0802183522673255,0.1584761787620186,NA,NA,NA,0.2130722777736317,-0.22986660177531987,-0.05541430061565373,0.10858914041288135,0.05418270901949259,-0.09041542424004807,NA,NA,NA,NA,NA
m_active_seis_1500,1500,13,-4695.451798706505,9416.977822535358,11.267287027547354,2.7035673612117535,0.0900458214353017,-1.5621026944862657,0.1346203731207194,-0.4043319609374607,-0.0760253573293137,0.16000717996285838,NA,NA,NA,0.19739324239477637,-0.2764608170503818,-0.001264227082800911,NA,0.07387269937205318,-0.11077253368326358,NA,NA,NA,NA,NA
m_core_1750,1750,8,-4700.474500361148,9416.978334598849,11.267799091037887,2.2822479355127143,0.114926928059177,-1.560163890138963,0.27673920633045485,-0.34387703236774403,-0.09814323921493762,0.18894324727478284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_active_seis_4500,4500,13,-4695.453180037645,9416.98058519764,11.270049689828738,2.944776216403625,0.121694026798252,-1.5655502109491928,0.20337997429708163,-0.19611306924706984,0.03663994909297952,0.12476152315306069,NA,NA,NA,0.33401351538142066,-0.39532396578251705,-0.03189267054422407,NA,0.10622198752245338,0.007467453350787237,NA,NA,NA,NA,NA
m_active_seis_4750,4750,13,-4695.472651194784,9417.019527511917,11.308992004105676,3.0008318745294673,0.120591552177088,-1.565284792268527,0.20115026270220407,-0.19768524355248482,0.04230195378986094,0.1249942090973486,NA,NA,NA,0.33785328178688895,-0.4013209485565178,-0.037693658501904925,NA,0.10406703211555371,0.01433770313543678,NA,NA,NA,NA,NA
m_harvest_seis_2750,2750,12,-4696.487976488688,9417.039561540068,11.329026032257389,0.9942867292684241,0.230006210439278,-1.5571457857459752,0.12330497722116954,-0.29700004968656984,-0.0485753856279709,0.12499362067665265,NA,NA,NA,0.20800967038690873,-0.3105514313404513,-0.02323155782656244,0.10824034134303899,NA,NA,NA,NA,NA,NA,NA
m_harvest_seis_3000,3000,12,-4696.611488579979,9417.28658572265,11.576050214838688,1.0280383205936232,0.22441666855567,-1.5579628724883678,0.13172904693046023,-0.28022566151509015,-0.04131760054059043,0.12167635754492133,NA,NA,NA,0.2227582488494983,-0.318935304329841,-0.01505879703563987,0.10770939890903862,NA,NA,NA,NA,NA,NA,NA
m_harvest_1750,1750,9,-4699.662259529416,9417.361193875457,11.65065836764552,2.665107212120347,0.0949040973300079,-1.557229359188155,0.22380844026372476,-0.347092118248229,-0.09648954268464018,0.1825806177700991,NA,NA,NA,NA,NA,NA,0.12942270948751045,NA,NA,NA,NA,NA,NA,NA
m_active_seis_2000,2000,13,-4695.644089046229,9417.362403214807,11.6518677069962,2.9243454127572477,0.0902086025890185,-1.5613590869700134,0.1441972678287622,-0.3362717008485093,-0.05053398899096507,0.13959751166197232,NA,NA,NA,0.21287749229788258,-0.27035146927166465,-0.09569063023614154,NA,0.09855992996687607,-0.03500614675519064,NA,NA,NA,NA,NA
m_active_seis_4000,4000,13,-4695.664719151219,9417.403663424788,11.693127916976664,2.6311643719673157,0.131637610698016,-1.564947160989689,0.2010336046978551,-0.19461285438909046,0.029381930226418426,0.1166862941984566,NA,NA,NA,0.3038409667452848,-0.37665120201931035,-0.04106248279845251,NA,0.11768789795868188,0.005699744809501498,NA,NA,NA,NA,NA
m_active_seis_750,750,13,-4695.664779418296,9417.403783958942,11.693248451130785,3.7921867785225913,0.0439591011140469,-1.569965035728585,0.10438993765034747,-0.3980931007584418,-0.024931134653696858,0.14612254327086877,NA,NA,NA,0.17369331177856817,-0.1769835078515319,-0.13525537004987342,NA,0.03408244539360044,-0.03545249954006721,NA,NA,NA,NA,NA
m_harvest_seis_3500,3500,12,-4696.684203972946,9417.432016508585,11.721481000773565,1.151110780738236,0.233644907368717,-1.5601455460598723,0.1538731660846669,-0.228398430122789,-0.014134034950745512,0.11734667067628421,NA,NA,NA,0.26764998526927236,-0.35353392928669597,0.02093320519391733,0.10279965980697976,NA,NA,NA,NA,NA,NA,NA
m_global_750,750,14,-4694.690193019363,9417.466047878415,11.755512370604265,3.8544506979960715,0.0426116513511307,-1.5671642742243237,0.07488135037614412,-0.3837035813405964,-0.008778983657566599,0.14944799997802008,NA,NA,NA,0.1816729269789956,-0.15628457665117523,-0.12883595286068664,0.13555097070430908,0.04663261952631966,-0.027049465558050552,NA,NA,NA,NA,NA
m_active_seis_1750,1750,13,-4695.698300607731,9417.47082633781,11.760290829999576,2.7747396744744037,0.0898418272126945,-1.5616186305180746,0.14622917835816734,-0.3704270922660611,-0.06364836440681139,0.15432061315815163,NA,NA,NA,0.20769282088853058,-0.27601183196525525,-0.029861797038124832,NA,0.08660172832186212,-0.09235974687239586,NA,NA,NA,NA,NA
m_active_seis_50,50,13,-4695.741685927147,9417.557596976643,11.84706146883218,9.257447073041476,0.00540298712201737,-1.5689998998567765,0.23623992673067834,-0.41221618790206277,0.03331234242908299,0.17003178861072682,NA,NA,NA,0.03521137837782849,-0.010737193600718677,0.052228653753257234,NA,0.023419352023394385,-0.04329669072808208,NA,NA,NA,NA,NA
m_harvest_seis_3250,3250,12,-4696.754871956096,9417.573352474885,11.86281696707374,1.0586907809465629,0.227396796733003,-1.558786125149083,0.14697014298884198,-0.2470859558307032,-0.02997122408526577,0.11530420172819815,NA,NA,NA,0.24601368254038183,-0.336499520653125,0.011301137283786905,0.10711048764830268,NA,NA,NA,NA,NA,NA,NA
m_core_2000,2000,8,-4700.804784109327,9417.638902095207,11.92836658739543,3.2008442931564787,0.0785609969844888,-1.558451154911648,0.28748534608912824,-0.31896535860542524,-0.09832626957747603,0.17924528813832807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_active_seis_2250,2250,13,-4695.9053786372715,9417.884982396892,12.174446889081082,2.9287833250054973,0.0905502069670227,-1.5604300256378127,0.1542893593569465,-0.31039115898932657,-0.044777501465942574,0.13084673740717132,NA,NA,NA,0.20791855348008112,-0.27976518681284823,-0.09326826814747267,NA,0.09956211754866522,-0.013919928148432759,NA,NA,NA,NA,NA
m_harvest_2000,2000,9,-4699.927817199649,9417.892309215924,12.181773708112814,3.4542514138738625,0.0692118294862053,-1.5552074119517136,0.2276951894896484,-0.3253745009385359,-0.100558033766743,0.17050204396961666,NA,NA,NA,NA,NA,NA,0.13654824756255735,NA,NA,NA,NA,NA,NA,NA
m_global_1500,1500,14,-4694.9376507285515,9417.960963296793,12.250427788982051,3.6867081226464506,0.0550778856983998,-1.5598074866291778,0.10156247113570573,-0.39995671563178176,-0.06936550250423655,0.15785092683813945,NA,NA,NA,0.19923262738391276,-0.2641577207150394,0.0013422295378400725,0.10166303199422307,0.07271785397409206,-0.1041124840894764,NA,NA,NA,NA,NA
m_active_seis_3750,3750,13,-4695.980508851962,9418.035242826274,12.32470731846297,2.5957953091565287,0.12726538982634,-1.5653320310959384,0.2125139333731651,-0.2042641994543031,0.022520086737243906,0.1207707981069315,NA,NA,NA,0.2985135454970778,-0.37983421529262945,0.01391465646510938,NA,0.11901707737479006,-0.041163199270016194,NA,NA,NA,NA,NA
m_global_2000,2000,14,-4695.000547355713,9418.086756551116,12.376221043305122,3.6486987490661704,0.0627995637472546,-1.5586323364094725,0.10012942147376074,-0.3374746371414374,-0.050140700152627164,0.13374662604176338,NA,NA,NA,0.21511528516213663,-0.2597385142270869,-0.09149516423558142,0.11624927754077892,0.0985727955607944,-0.029946797789390363,NA,NA,NA,NA,NA
m_core_2250,2250,8,-4701.042202953317,9418.113739783188,12.403204275376993,3.157540711301408,0.0807635521774895,-1.5570540232166183,0.2967018605973874,-0.29783091224305436,-0.09998620243800493,0.1715555278706387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_active_harvest_1000,1000,11,-4698.030167974634,9418.114147608461,12.403612100650207,6.44209445398883,0.015833100499215,-1.561295299312108,0.18658381589179773,-0.4154050092081338,-0.09207721806018285,0.1875596041081527,NA,NA,NA,NA,NA,NA,0.14784727682991017,0.05812245385280706,-0.05357253372137093,NA,NA,NA,NA,NA
m_global_4250,4250,14,-4695.061872800852,9418.209407441394,12.49887193358336,4.271546225150814,0.0608136851803994,-1.5632484249545657,0.16174087057562023,-0.20649995142250138,0.027417564087271643,0.11507148354480878,NA,NA,NA,0.33278456907966714,-0.38634893632603057,-0.03905677479441019,0.0782142877663098,0.1146543865449745,0.005278887076482758,NA,NA,NA,NA,NA
m_active_harvest_750,750,11,-4698.118983819156,9418.291779297504,12.581243789692962,4.680182117084769,0.0281983090175683,-1.5638424879784538,0.16986492549064658,-0.4059688779642075,-0.05041854315677248,0.16779370907899022,NA,NA,NA,NA,NA,NA,0.15720963435054094,0.04650389854582345,-0.04649543163247059,NA,NA,NA,NA,NA
m_active_1000,1000,10,-4699.161583178714,9418.368000268169,12.65746476035747,6.695947113696093,0.0139457721005024,-1.5642316951396504,0.2344039682601958,-0.4221275673508765,-0.10768855437422935,0.18758124147801217,NA,NA,NA,NA,NA,NA,NA,0.0500942161976291,-0.0661587404776476,NA,NA,NA,NA,NA
m_global_1750,1750,14,-4695.155153944023,9418.395969727737,12.68543421992581,3.6998830644006375,0.0565700081701695,-1.559320650601558,0.10939006229560573,-0.3690122256577697,-0.06020205213713564,0.15061975088824445,NA,NA,NA,0.20942893204455096,-0.26493677783128494,-0.027357079169345183,0.10521542483585615,0.08544254469159249,-0.08622306843422527,NA,NA,NA,NA,NA
m_global_5000,5000,14,-4695.19944217221,9418.48454618411,12.77401067629944,4.714361437961998,0.0519422975455126,-1.5647104196875117,0.17427020974507723,-0.21283157825249735,0.03817912636982995,0.12343589637867917,NA,NA,NA,0.3607559053755199,-0.41094335350393996,-0.016104897214605483,0.06295731588382769,0.10774385526934172,-0.001880759080072925,NA,NA,NA,NA,NA
m_harvest_2250,2250,9,-4700.234073570113,9418.50482195685,12.794286449039646,3.548622884964061,0.0664191016134436,-1.5538416560788675,0.23537786005641914,-0.30695363306943385,-0.10537831113423292,0.16201294873521743,NA,NA,NA,NA,NA,NA,0.13326806776233655,NA,NA,NA,NA,NA,NA,NA
m_core_2500,2500,8,-4701.256829801565,9418.542993479683,12.832457971871918,2.807644955752039,0.095335620727877,-1.556375871080357,0.3047249799201453,-0.27679102494848645,-0.09563113899148115,0.16632816279082474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_active_seis_2500,2500,13,-4696.244308597825,9418.562842317999,12.852306810187656,2.8274937940677773,0.0943941495717205,-1.5602091966517693,0.16965061630075315,-0.28929866305500945,-0.036956037297965365,0.12884549766426603,NA,NA,NA,0.20329831195263695,-0.28685028671529605,-0.07718075472221508,NA,0.10375363506985222,-0.0036232334582216585,NA,NA,NA,NA,NA
m_global_4500,4500,14,-4695.244883175621,9418.575428190932,12.86489268312107,4.539619209695957,0.0548218271759078,-1.5639415038771383,0.1695480556539033,-0.2060997232542459,0.02833978430856239,0.11968429263479843,NA,NA,NA,0.3424159701299987,-0.3919218832098751,-0.02433978925038329,0.07404175380454057,0.1072188380694266,0.0014862866553097792,NA,NA,NA,NA,NA
m_global_2250,2250,14,-4695.265311153828,9418.616284147347,12.905748639535886,3.6600850754603016,0.0628187499355557,-1.557582848934966,0.10668020233122738,-0.3146556198918302,-0.047413421365735925,0.1238439873090505,NA,NA,NA,0.21061174070403313,-0.27117839184581244,-0.08755240997885762,0.11780630266822337,0.10139242085907124,-0.011068409796646562,NA,NA,NA,NA,NA
m_active_seis_2750,2750,13,-4696.279052449075,9418.632330020499,12.921794512687484,2.5870552096985193,0.103722811844067,-1.5607773202611361,0.18336865355372006,-0.28129472386788024,-0.03060945458323996,0.12840638523599077,NA,NA,NA,0.2011586565282704,-0.31089439755995574,-0.03703852448229859,NA,0.1152193235990524,-0.019423072062204397,NA,NA,NA,NA,NA
m_active_seis_3500,3500,13,-4696.282655099998,9418.639535322345,12.928999814534109,2.3586295944987796,0.127745891238026,-1.5642465753863164,0.2148516550541612,-0.2117376869105205,0.01205598666192312,0.11871087435693058,NA,NA,NA,0.2699239311395388,-0.35565479603798106,0.00616237827011431,NA,0.12730193141249563,-0.036442786401119455,NA,NA,NA,NA,NA
m_active_seis_3000,3000,13,-4696.301437670369,9418.677100463086,12.966564955275317,2.418553061030252,0.111971803061893,-1.5614907529756898,0.19444969409161966,-0.2618663767583838,-0.018745393552002425,0.12515833366542756,NA,NA,NA,0.21120585959488897,-0.31645226483016387,-0.033944789626200435,NA,0.12228302592022573,-0.012122801478448313,NA,NA,NA,NA,NA
m_global_4750,4750,14,-4695.299658771106,9418.684979381902,12.974443874090866,4.666283744514658,0.0524407152691015,-1.5638680654254284,0.16995663592215202,-0.2073791606789346,0.03428293500134413,0.12016136754895015,NA,NA,NA,0.34503828063339687,-0.39771466802249794,-0.03095458384582255,0.06793991353653175,0.10519285708429818,0.009019550585255979,NA,NA,NA,NA,NA
m_core_2750,2750,8,-4701.37373014414,9418.776794164833,13.066258657021535,2.731519354032571,0.0964948846456431,-1.5560852165927774,0.31001341052766573,-0.2647057547564022,-0.0912732976765055,0.164243506138188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m_active_seis_3250,3250,13,-4696.369920362456,9418.81406584726,13.103530339449208,2.2994041533220297,0.122283217415054,-1.562740109890693,0.2104495395465454,-0.2296472549718078,-0.005444411484346169,0.11765757630852339,NA,NA,NA,0.24235468975675248,-0.3372220168142633,-0.0023681423076018734,NA,0.1283592848247395,-0.029854879961540595,NA,NA,NA,NA,NA
m_global_4000,4000,14,-4695.387417953365,9418.86049774642,13.149962238609078,4.0879986935997294,0.0635378386588172,-1.5630005843058938,0.16196360796963416,-0.2043438415083631,0.02089476991753166,0.11097564027408809,NA,NA,NA,0.31306308820962897,-0.37374076166789827,-0.0331516001031192,0.08431659221883708,0.1176241893434735,1.6455418659064465e-4,NA,NA,NA,NA,NA
m_active_1250,1250,10,-4699.427267762418,9418.899369435576,13.18883392776479,5.871355437073362,0.0196167800107864,-1.5614870284654814,0.24203538808004219,-0.4108144202663184,-0.12875901392240738,0.18585067094687724,NA,NA,NA,NA,NA,NA,NA,0.05485782626790676,-0.0710392865165851,NA,NA,NA,NA,NA
m_active_750,750,10,-4699.437033600064,9418.918901110868,13.208365603057246,5.307303930449052,0.0206084483448188,-1.5667437521646421,0.21603891342177975,-0.4173988737042476,-0.06852228664417284,0.16668433016351955,NA,NA,NA,NA,NA,NA,NA,0.032779630492531256,-0.05813462682011346,NA,NA,NA,NA,NA
