buffer,site,water_area_mn,natural_area_mn,anthropogenic_area_mn,water_cohesion,natural_cohesion,anthropogenic_cohesion,water_core_mn,natural_core_mn,anthropogenic_core_mn,water_ed,natural_ed,anthropogenic_ed,water_lpi,natural_lpi,anthropogenic_lpi,water_np,natural_np,anthropogenic_np,water_pd,natural_pd,anthropogenic_pd,water_split,natural_split,anthropogenic_split,water_tca,natural_tca,anthropogenic_tca,landscape_split
750,LU13_32,NA,53.3525,1.057205882352941,NA,99.6409140715038,98.18652945897333,NA,47.63666666666667,0.48308823529411765,NA,63.89372577655451,63.89372577655451,NA,56.33460652698984,6.2292871987867215,NA,3,17,NA,1.6851092512497894,9.548952423748807,NA,2.356585631959538,203.1108386669223,NA,142.91,8.2125,2.3295570367468987
1000,LU13_32,NA,96.80083333333333,1.214404761904762,NA,99.7643924641717,98.19795280467271,NA,87.41833333333334,0.53,NA,57.612256849369274,57.612256849369274,NA,54.241781548250266,4.706319937956032,NA,3,21,NA,0.949652585429164,6.647568098004148,NA,2.3174448972307395,352.81624480390917,NA,262.255,11.13,2.302322280009545
1250,LU13_32,NA,153.49,1.1207758620689656,NA,99.8183559250913,98.24981444264111,NA,140.98333333333332,0.4843103448275862,NA,48.6436870210813,48.6436870210813,NA,53.25144911734427,3.7770869571832106,NA,3,29,NA,0.6085532154430522,5.882681082616171,NA,2.2682971070979483,548.2516137315693,NA,422.95,14.045,2.258951084066319
1500,LU13_32,NA,66.546,1.252714285714286,NA,99.79364387857936,98.27856679263616,NA,60.78875,0.4902142857142857,NA,51.57865798210924,51.57865798210924,NA,47.37700988996271,3.226397670959601,NA,10,35,NA,1.409830749818484,4.934407624364694,NA,2.526530366159292,742.734793520947,NA,607.8875,17.1575,2.5179651079249976
1750,LU13_32,NA,100.855,1.4295,NA,99.8174458099321,98.28308605436074,NA,91.27888888888889,0.5063125,NA,55.048581422464046,55.048581422464046,NA,42.30211167249644,2.79466252105195,NA,9,40,NA,0.9327633113097552,4.145614716932245,NA,2.877628532115252,969.1869843361662,NA,821.51,20.2525,2.869109812413678
2000,LU13_32,NA,108.09931818181819,1.3078703703703705,NA,99.82816234252151,98.36625546215771,NA,97.90863636363636,0.4342592592592593,NA,55.04011812172174,55.04011812172174,NA,43.01996280912189,2.4908362390774124,NA,11,54,NA,0.8732116526125898,4.286675385552714,NA,3.155082368443688,1197.7524744492598,NA,1076.995,23.450000000000003,3.1467931835725036
2250,LU13_32,NA,134.71681818181818,1.4727302631578947,NA,99.83185646957611,98.90613237296515,NA,121.21000000000001,0.5946710526315789,NA,58.25026469550214,58.25026469550214,NA,41.436335829967454,4.005489980785067,NA,11,76,NA,0.6901690129798832,4.768440453315556,NA,3.482989194002037,541.5772827064402,NA,1333.31,45.195,3.460732547625596
2500,LU13_32,NA,118.88733333333333,1.9346315789473685,NA,99.83178851656704,99.11939581561793,NA,106.50450000000001,1.044157894736842,NA,59.10477352447765,59.10477352447765,NA,38.9328198871435,6.337501906359616,NA,15,95,NA,0.7625438462711606,4.82944435971735,NA,3.94293886498365,235.93769471774527,NA,1597.5675,99.195,3.878128435476272
2750,LU13_32,NA,131.29000000000002,2.4462061403508772,NA,99.83866381747227,99.29668128440319,NA,117.4009375,1.5543201754385967,NA,58.46377874413087,58.46377874413087,NA,36.366769173873166,8.828297452308933,NA,16,114,NA,0.6724080508256435,4.790907362132709,NA,4.409760384729718,125.09746193965384,NA,1878.415,177.19250000000002,4.259606699848544
3000,LU13_32,NA,143.0758823529412,2.9780783582089554,NA,99.83745569899722,99.38616331996062,NA,127.15132352941177,2.064011194029851,NA,59.238473485728115,59.238473485728115,NA,34.00309569366584,11.178844739395748,NA,17,134,NA,0.6004197640526922,4.73272049312122,NA,4.950942339233921,78.87018737456935,NA,2161.5725,276.57750000000004,4.65851213541644
3250,LU13_32,NA,102.80027777777778,3.645133333333334,NA,99.83825001297618,99.48011559857214,NA,90.48148148148148,2.6630333333333334,NA,61.12941711169185,61.12941711169185,NA,31.93315630147387,13.421036592018817,NA,27,150,NA,0.8126710465622886,4.51483914756827,NA,5.501677522716082,54.848336153723224,NA,2443,399.455,5.000129076907259
3500,LU13_32,NA,89.79821428571428,4.3538650306748465,NA,99.83364663822282,99.56234229388417,NA,78.88235714285715,3.3138036809815947,NA,60.59257115454623,60.59257115454623,NA,29.620186795081526,15.435220340456846,NA,35,163,NA,0.9084732652540773,4.230889778183275,NA,6.259260665334912,41.54793787818243,NA,2760.8825,540.15,5.43975345156362
3750,LU13_32,NA,98.090625,4.477386934673366,NA,99.83462089360437,99.59525788858872,NA,86.1151388888889,3.524371859296483,NA,59.40511220218158,59.40511220218158,NA,27.60600484480512,17.21166484350488,NA,36,199,NA,0.8140629372408354,4.499959014192396,NA,6.941034651959008,33.50068385548444,NA,3100.145,701.35,5.7497410121788795
4000,LU13_32,NA,85.55027173913044,4.662329787234043,NA,99.82613424057766,99.6300979303826,NA,74.90391304347825,3.75268085106383,NA,59.25012323691701,59.25012323691701,NA,25.834979805047148,18.871298917105285,NA,46,235,NA,0.9143384165248779,4.671076693116224,NA,7.847520887070522,27.9028455376326,NA,3445.58,881.88,6.124920806796814
4250,LU13_32,NA,96.79494444444445,4.8115272727272735,NA,99.82163659056233,99.6603378281497,NA,84.72022222222222,3.9549727272727275,NA,58.15343261531526,58.15343261531526,NA,24.270143605081408,20.364442851816165,NA,45,275,NA,0.7924010500194358,4.842450861229885,NA,8.920005754925429,23.96996611190579,NA,3812.41,1087.6175,6.500833644044308
4500,LU13_32,NA,98.0175,5.4286111111111115,NA,99.81652741130588,99.70015003039798,NA,85.84229591836734,4.527152777777777,NA,56.978958334887736,56.978958334887736,NA,22.8811565906243,21.61275843612398,NA,49,288,NA,0.7696781370961693,4.523822520075444,NA,10.101787153310193,21.270647626258008,NA,4206.2725,1303.82,6.849055753666261
4750,LU13_32,NA,86.44040983606557,5.651909937888199,NA,99.80815317883736,99.75231132468855,NA,75.61245901639344,4.767670807453416,NA,56.790849286175515,56.790849286175515,NA,21.634570647898286,22.684370585299416,NA,61,322,NA,0.8600294947820176,4.539827824914913,NA,11.412430576783596,19.216376523095548,NA,4612.36,1535.19,7.160107877920829
5000,LU13_32,NA,96.14495833333334,6.005280172413793,NA,99.80207488585303,99.76667368349588,NA,84.042875,5.116012931034483,NA,56.13259977845743,56.13259977845743,NA,20.495709442027046,23.63277633808337,NA,60,348,NA,0.7635010851259173,4.42830629373032,NA,12.895646327831535,17.717147366403317,NA,5042.5725,1780.3725,7.463352370163995
250,LU13_30,NA,5.944999999999999,0.7466666666666667,NA,99.50206193978511,95.29911358144037,NA,4.3566666666666665,0.08666666666666667,NA,133.9975093399751,133.9975093399751,NA,84.53300124533001,5.815691158156912,NA,3,3,NA,14.943960149439603,14.943960149439603,NA,1.3969089920428426,202.49631002104073,NA,13.07,0.26,1.3873385181374553
500,LU13_30,NA,22.74833333333333,1.3978125000000001,NA,99.60383759825379,97.64401918426395,NA,18.436666666666667,0.5746875,NA,103.99420855497152,103.99420855497152,NA,70.94834912341443,8.054515123855088,NA,3,8,NA,3.7770293664033243,10.072078310408864,NA,1.9110961542055178,115.2514676231179,NA,55.31,4.5975,1.879923325676769
750,LU13_30,NA,39.590625,1.0352631578947369,NA,99.72582830605344,97.86255887186493,NA,33.350625,0.41157894736842104,NA,87.9895524693525,87.9895524693525,NA,63.51508853720529,6.239029390701136,NA,4,19,NA,2.2467807844073415,10.67220872593487,NA,2.1526554452586515,201.2298707885615,NA,133.4025,7.82,2.1298711601393174
1000,LU13_30,NA,57.429,1.064351851851852,NA,99.77715838015864,98.04411114863875,NA,49.5615,0.4066666666666667,NA,76.64242241972886,76.64242241972886,NA,58.095969229064615,4.866524736254778,NA,5,27,NA,1.5828670470823802,8.547482054244854,NA,2.3164615693217914,329.3864299170414,NA,247.8075,10.98,2.300284459203457
1250,LU13_30,NA,113.661875,1.1265441176470588,NA,99.80777465252369,98.18922677087907,NA,100.25999999999999,0.41095588235294117,NA,66.6599046556446,66.6599046556446,NA,53.1265848463333,4.033370524393955,NA,4,34,NA,0.8114413226493559,6.897251242519525,NA,2.483570727549288,477.42516532493613,NA,401.03999999999996,13.9725,2.470718026409742
1500,LU13_30,NA,80.963125,1.3391304347826087,NA,99.79410567737712,98.42151054267342,NA,71.9546875,0.5257608695652174,NA,65.7545061715341,65.7545061715341,NA,48.68744757191899,3.6278469769704147,NA,8,46,NA,1.1278645998547874,6.485221449165027,NA,2.7478589205097026,517.2662793914318,NA,575.6375,24.185000000000002,2.7333386832878155
1750,LU13_30,NA,70.42895833333334,2.3026923076923076,NA,99.79825424666726,98.77637358759443,NA,62.65083333333333,1.3321153846153846,NA,62.97625370833387,62.97625370833387,NA,45.08841704343771,5.963389514321618,NA,12,52,NA,1.2436683032996074,5.389229314298299,NA,3.186275227169658,200.56669416482404,NA,751.8100000000001,69.27,3.136448469534812
2000,LU13_30,NA,96.36204545454545,3.3285833333333334,NA,99.8029337629748,99.35261895749835,NA,85.8315909090909,2.2817916666666664,NA,59.27613573893733,59.27613573893733,NA,41.97079060647497,13.00074025708553,NA,11,60,NA,0.8732255164434318,4.7630482715096285,NA,3.664225253368977,58.34758473552599,NA,944.1475,136.9075,3.4477092911703027
2250,LU13_30,NA,71.71305555555556,4.455367647058823,NA,99.78971409495628,99.44979885949388,NA,63.44902777777778,3.3001470588235295,NA,59.67185343204918,59.67185343204918,NA,37.192088091353995,16.062868615886558,NA,18,68,NA,1.1293763332915046,4.266532814656795,NA,4.439755600329738,38.40540951698237,NA,1142.0825,224.41,3.9796936601624298
2500,LU13_30,NA,81.20078947368421,5.30225,NA,99.7771882544272,99.54808272648266,NA,71.40947368421052,4.112875,NA,59.519724249426154,59.519724249426154,NA,31.862689025645718,18.63578707622541,NA,19,80,NA,0.9659404319787288,4.06711760833149,NA,5.530932539910317,28.546761264775753,NA,1356.78,329.03,4.6332422520530985
2750,LU13_30,NA,86.47261904761905,5.810309278350515,NA,99.77759099535753,99.59353410775236,NA,75.90249999999999,4.6622938144329895,NA,58.06200817390025,58.06200817390025,NA,27.33654826068228,20.75172565953289,NA,21,97,NA,0.8825290761811705,4.076443828074931,NA,6.659930959409659,23.071126143554363,NA,1593.9524999999999,452.2425,5.168067409772155
3000,LU13_30,NA,70.22841666666666,6.29958695652174,NA,99.77406895862173,99.6354080749812,NA,61.39425,5.159282608695652,NA,58.50835568757164,58.50835568757164,NA,24.245091927574034,22.707726649018742,NA,30,115,NA,1.0595820655139592,4.061731251136844,NA,7.755879883058305,19.287681711466405,NA,1841.8274999999999,593.3175,5.5315547863000685
3250,LU13_30,NA,83.325,6.564927536231885,NA,99.77779773441162,99.6626469507552,NA,72.78301724137931,5.489583333333333,NA,57.120111004594584,57.120111004594584,NA,23.2704818977933,24.472178871503452,NA,29,138,NA,0.8728669314363025,4.153642639248612,NA,8.776235474027608,16.62425752562574,NA,2110.7075,757.5625,5.743919955717324
3500,LU13_30,NA,85.663203125,7.264575163398693,NA,99.78542353994217,99.68019094735263,NA,74.529921875,6.158088235294118,NA,57.13002755857739,57.13002755857739,NA,22.383768276943265,26.027574150872017,NA,32,153,NA,0.8305858030823818,3.9712383709876375,NA,9.580561670927544,14.703906120856242,NA,2384.9575,942.1875,5.800896301382137
3750,LU13_30,NA,88.13378571428572,7.821915204678362,NA,99.79447129699864,99.69441268278604,NA,76.72214285714286,6.714444444444445,NA,55.60769114225175,55.60769114225175,NA,21.58650725991185,27.398676685744515,NA,35,171,NA,0.7914558944243063,3.8668273699016105,NA,10.295096059373936,13.27583643347326,NA,2685.275,1148.17,5.798498272930823
4000,LU13_30,NA,80.12476744186047,7.6598429951690825,NA,99.79361494250111,99.7404221041453,NA,69.51732558139535,6.636630434782608,NA,55.44476915653646,55.44476915653646,NA,20.83979127212988,28.612673246268972,NA,43,207,NA,0.8547089244034802,4.114529008174893,NA,11.171784031643858,12.139072790480189,NA,2989.245,1373.7825,5.817679744441586
4250,LU13_30,NA,81.38329787234042,8.276595982142858,NA,99.7915678710912,99.75221955275994,NA,70.49797872340426,7.226015625,NA,54.73613404537529,54.73613404537529,NA,20.16812900573123,29.73055425079097,NA,47,224,NA,0.8276145024474059,3.944375501025934,NA,12.31966952330284,11.253579672732975,NA,3313.405,1618.6275,5.8812589375902915
4500,LU13_30,NA,82.92014705882353,8.31657587548638,NA,99.78723106673743,99.77699309663082,NA,71.88313725490195,7.31533073929961,NA,53.89247658073877,53.89247658073877,NA,19.2177151911534,30.698935604149195,NA,51,257,NA,0.8010948296004539,4.036889631516013,NA,13.801836817023293,10.549856380920888,NA,3666.04,1880.04,5.979354085521843
4750,LU13_30,NA,81.95688596491227,8.34894827586207,NA,99.78854321866618,99.78304401386822,NA,70.96991228070175,7.37844827586207,NA,53.48922048785818,53.48922048785818,NA,18.344856270234164,31.250169627735406,NA,57,290,NA,0.8036389334865416,4.088689310721001,NA,14.988561525117946,10.183309376327504,NA,4045.285,2139.75,6.063639834877374
5000,LU13_30,NA,77.06779850746268,8.141759818731117,NA,99.7781491547028,99.78925197023155,NA,66.61917910447761,7.209728096676737,NA,53.73823004874362,53.73823004874362,NA,17.543566078108128,31.392549308293667,NA,67,331,NA,0.8525838061249876,4.2120185048861325,NA,16.533474363710138,10.090338451778482,NA,4463.485,2386.42,6.2661330016782735
250,LU13_53,NA,19.6375,0.4325,NA,99.98763856646214,93.44000841623922,NA,17.3375,0.03,NA,11.709018435475834,11.709018435475834,NA,97.84504235176881,2.1549576482311905,NA,1,1,NA,4.9825610363726955,4.9825610363726955,NA,1.044533441705385,2153.389154331919,NA,17.3375,0.03,1.0440270208686553
500,LU13_53,NA,17.259375000000002,3.473333333333333,NA,99.4760185017052,98.74025965140854,NA,14.85,1.2983333333333333,NA,49.460403360286946,49.460403360286946,NA,69.04949186672121,11.587955825441274,NA,4,3,NA,5.034137746594092,3.775603309945569,NA,2.04893356366075,73.22186871052531,NA,59.4,3.8949999999999996,1.9931598954991807
750,LU13_53,NA,39.5325,9.955,NA,99.58282370369014,99.15046272639425,NA,34.805625,4.0425,NA,45.27072567962256,45.27072567962256,NA,57.397214109188944,10.994720287575825,NA,4,2,NA,2.246686137946529,1.1233430689732644,NA,2.7554353052813325,82.6997988613667,NA,139.2225,8.085,2.6665885096972883
1000,LU13_53,NA,57.7785,8.99,NA,99.67449893742253,99.18056884306965,NA,52.222,3.4675,NA,38.00704420436107,38.00704420436107,NA,51.15991926866912,8.297914440618941,NA,5,3,NA,1.5829672721516481,0.9497803632909888,NA,3.1515192768822384,145.14706959033833,NA,261.11,10.4025,3.084545788945323
1250,LU13_53,NA,91.8515,11.25,NA,99.73159574248986,99.20666634232978,NA,84.336,4.2,NA,32.88996617698514,32.88996617698514,NA,46.671196685648795,6.585599610553593,NA,5,3,NA,1.0141833542086074,0.6085100125251645,NA,3.4475561382146043,230.36935840800618,NA,421.68,12.6,3.3967230179965555
1500,LU13_53,NA,95.39214285714286,10.395625,NA,99.74855822203637,99.14528051377883,NA,88.33107142857143,3.705,NA,32.11492575714321,32.11492575714321,NA,43.40449228318372,5.443888753784395,NA,7,4,NA,0.9868502208077369,0.5639144118901354,NA,3.6848997670281216,336.7285792474668,NA,618.3175,14.82,3.6450115512842736
1750,LU13_53,NA,152.45625,12.545,NA,99.77655551518994,99.29524209347552,NA,142.15208333333334,4.3075,NA,30.308290605155364,30.308290605155364,NA,40.85945171478391,4.870364564846217,NA,6,4,NA,0.6218148183653006,0.4145432122435338,NA,3.9369920161383933,420.9027112989572,NA,852.9125,17.23,3.9005078880915343
2000,LU13_53,NA,118.85725,23.721666666666668,NA,99.78003531117051,99.43867833707685,NA,110.97999999999999,8.93,NA,30.577798946209032,30.577798946209032,NA,38.25161988112603,4.759721767431707,NA,10,3,NA,0.7938161720199646,0.23814485160598936,NA,4.319282445935064,429.2188096903399,NA,1109.8,26.79,4.276250008448813
2250,LU13_53,NA,114.95230769230768,6.2132812500000005,NA,99.79668786153586,99.45952961009348,NA,106.96153846153845,2.66796875,NA,32.65795265067441,32.65795265067441,NA,35.85284784562607,4.485998020444945,NA,13,16,NA,0.8156645234558452,1.0038947980995017,NA,4.845119691190502,440.9991155971113,NA,1390.5,42.6875,4.792466358560145
2500,LU13_53,NA,96.31355263157896,5.713333333333334,NA,99.79048677237799,99.51301602140468,NA,89.5775,2.5898958333333333,NA,35.06216709814433,35.06216709814433,NA,34.55926367923989,4.671015758148828,NA,19,24,NA,0.9658999200590724,1.220084109548302,NA,5.266443481087618,382.1901042479257,NA,1701.9725,62.1575,5.194860158771722
2750,LU13_53,NA,91.299375,5.544117647058824,NA,99.77892115762866,99.5778412043841,NA,84.5178125,2.7008823529411767,NA,39.177454158848754,39.177454158848754,NA,33.14987067616092,5.4387450439869145,NA,24,34,NA,1.0085368441621474,1.428760529229709,NA,5.797763425608586,290.8192024292061,NA,2028.4275,91.83,5.684438617492999
3000,LU13_53,NA,86.61016666666667,5.8291875,NA,99.78947321276543,99.61514756008262,NA,80.13125,2.910125,NA,40.54780683902104,40.54780683902104,NA,32.67089826936338,5.701715273589978,NA,30,40,NA,1.0595193843486033,1.4126925124648042,NA,6.1335556401521885,268.4535479609455,NA,2403.9375,116.405,5.996548095742909
3250,LU13_53,NA,98.31782258064516,4.9931363636363635,NA,99.79638427280483,99.63663455746652,NA,90.95435483870968,2.5115454545454545,NA,41.32010022648779,41.32010022648779,NA,31.300009781864425,5.794851729508875,NA,31,55,NA,0.9330393757665596,1.655392440876154,NA,6.678380772052437,264.291541000428,NA,2819.585,138.135,6.513784017383966
3500,LU13_53,NA,98.33736111111111,5.043266129032258,NA,99.80127083242763,99.6534307942649,NA,90.90055555555556,2.5258467741935484,NA,41.92505374299784,41.92505374299784,NA,29.980644085415193,5.821893142114461,NA,36,62,NA,0.9343787127765257,1.609207783115128,NA,7.235859040391834,267.8049085040519,NA,3272.42,156.6025,7.045495784355764
3750,LU13_53,NA,90.52605555555556,4.305123456790123,NA,99.80768085350672,99.6626364587912,NA,83.50411111111111,2.099320987654321,NA,43.30805475549124,43.30805475549124,NA,28.575910636505736,5.726714359607791,NA,45,81,NA,1.0175499094097928,1.831589836937627,NA,7.752306498833663,281.58480994915124,NA,3757.685,170.04500000000002,7.544596348163579
4000,LU13_53,NA,98.76196808510639,4.57964705882353,NA,99.80865464683632,99.68598890937506,NA,91.08728723404255,2.218,NA,43.537350063331296,43.537350063331296,NA,26.672092934274083,5.74960756457482,NA,47,85,NA,0.9341925917533651,1.6894972404050221,NA,8.540570328619859,283.5990568050375,NA,4281.1025,188.53,8.290890604394257
4250,LU13_53,NA,102.79294117647059,4.597184210526316,NA,99.8083910908295,99.75248619860741,NA,94.74892156862745,2.2628684210526315,NA,43.67889864236383,43.67889864236383,NA,24.85648217235874,6.135312847074112,NA,51,95,NA,0.8980181531728434,1.6727789127729438,NA,9.39758201283034,253.9588258937838,NA,4832.195,214.9725,9.062239697107426
4500,LU13_53,NA,103.36385964912282,4.5213809523809525,NA,99.80821244255674,99.75660941216572,NA,95.19232456140351,2.1862857142857144,NA,44.427183917027996,44.427183917027996,NA,23.274695534506087,5.9771208131331495,NA,57,105,NA,0.8953135050188604,1.6492617197715849,NA,10.254220307873316,268.8993516905939,NA,5425.9625,229.56,9.8775493830858
4750,LU13_53,NA,102.7651171875,4.777777777777778,NA,99.80797161991428,99.76485884253441,NA,94.5842578125,2.2696296296296294,NA,44.86345101679939,44.86345101679939,NA,21.811498501861177,5.838917209193473,NA,64,108,NA,0.9023021746539794,1.5226349197285902,NA,11.14207307389648,282.70368189670324,NA,6053.3925,245.12,10.719586819512882
5000,LU13_53,NA,110.40477272727273,5.152860360360361,NA,99.811703194251,99.77469326844958,NA,101.55746212121213,2.459121621621622,NA,45.24295261960258,45.24295261960258,NA,20.357897141155657,5.793305684508822,NA,66,111,NA,0.8398354304299736,1.4124504966322282,NA,11.966886771278848,287.6015955777642,NA,6702.7925,272.9625,11.488844562453451
250,LU13_22,NA,19.7175,0.09000000000000001,NA,99.98974488878693,87.27845979233469,NA,16.5725,0,NA,38.84945834889802,38.84945834889802,NA,98.20694807620471,1.1704644502552608,NA,1,4,NA,4.980699788320258,19.922799153281034,NA,1.0368491361168788,6312.092483852024,NA,16.5725,0,1.0366788471723059
500,LU13_22,NA,10.6625,2.5745833333333334,NA,99.7021269477145,98.2796118940191,NA,8.895,1.4554166666666666,NA,73.8455727281312,73.8455727281312,NA,73.99666341401996,12.893071862507476,NA,6,6,NA,7.554534294437974,7.554534294437974,NA,1.8200471794787083,53.61214412218989,NA,53.37,8.7325,1.7602881900225456
750,LU13_22,NA,2.004388888888889,87.8,NA,99.05923090787228,99.84056244549741,NA,1.5642222222222222,60.95,NA,96.09685529291141,96.09685529291141,NA,41.10450989480189,49.32653548504894,NA,45,1,NA,25.281253950195932,0.5618056433376873,NA,5.876292335593591,4.109971150815168,NA,70.39,60.95,2.4184613199837797
1000,LU13_22,NA,1.652138888888889,33.436,NA,98.38099954741168,99.87815954837772,NA,1.1229444444444445,23.966,NA,120.95070004511314,120.95070004511314,NA,23.163618232039827,52.629621128778226,NA,90,5,NA,28.49250884454962,1.5829171580305346,NA,17.20344968629753,3.6102244454873955,NA,101.065,119.83,2.984014941856763
1250,LU13_22,NA,1.4808382352941176,241.24,NA,98.28308805691749,99.9030562993732,NA,0.9536029411764706,166.7175,NA,143.06795880178302,143.06795880178302,NA,14.841804729376804,48.93479991683275,NA,170,1,NA,34.483982697154566,0.20284695704208566,NA,31.83146082332709,4.176037271653695,NA,162.1125,166.7175,3.6917134997482046
1500,LU13_22,NA,1.5396722846441948,19.88116666666667,NA,98.41386640993167,99.88893599551692,NA,0.9808895131086143,13.047166666666666,NA,161.65005427810124,161.65005427810124,NA,11.266583017298501,41.85863726720334,NA,267,15,NA,37.64221567438778,2.114731217662235,NA,30.87556282238308,5.707272252318537,NA,261.8975,195.70749999999998,4.816883180624897
1750,LU13_22,NA,1.6192282321899736,19.50986111111111,NA,98.58469173029111,99.88129140091299,NA,1.0462796833773087,12.15763888888889,NA,170.58863157021966,170.58863157021966,NA,15.178030087110631,35.88714483373322,NA,379,18,NA,39.28010654340245,1.8655459572064486,NA,24.743792755901357,7.764105248615701,NA,396.54,218.8375,5.909745723333395
2000,LU13_22,NA,1.6280432692307691,22.952916666666667,NA,98.67255493139876,99.88660168294938,NA,1.0519278846153846,13.661666666666667,NA,180.14899959118387,180.14899959118387,NA,16.856521411249194,32.592172163193055,NA,520,18,NA,41.27852286393568,1.4288719452900809,NA,22.21262067546896,9.41392558445325,NA,547.0025,245.91,6.611786072244576
2250,LU13_22,NA,1.4649638633377136,16.51594827586207,NA,98.61723888917906,99.88782959391764,NA,0.9431176084099869,9.405689655172415,NA,191.16890450495671,191.16890450495671,NA,18.4292257497804,29.789967373572594,NA,761,29,NA,47.747521646379724,1.8195507591918685,NA,20.180449932224878,11.268191547422056,NA,717.7125,272.76500000000004,7.230747169051428
2500,LU13_22,NA,1.3915735294117648,16.11,NA,98.5942171314662,99.8891427973007,NA,0.8830563725490196,8.771838235294117,NA,201.11633865322588,201.11633865322588,NA,18.849779756957417,27.550714360151385,NA,1020,34,NA,51.851795368414635,1.7283931789471543,NA,19.716894257927443,13.174337618502213,NA,900.7175,298.2425,7.897454942342536
2750,LU13_22,NA,1.3700642023346303,16.73304054054054,NA,98.62965610315487,99.89209312331276,NA,0.870612840466926,8.747162162162162,NA,205.65376073422405,205.65376073422405,NA,18.587358251511247,25.736818992669104,NA,1285,37,NA,53.999424286293596,1.5548472362590373,NA,19.888451426453678,15.096796173465263,NA,1118.7375,323.64500000000004,8.58224303068049
3000,LU13_22,NA,1.32390106449593,16.298125,NA,98.6374757387717,99.90014311522177,NA,0.8283469004383218,8.385511363636365,NA,212.51241661552862,212.51241661552862,NA,17.16499419454243,25.102533651787333,NA,1597,44,NA,56.403441775454624,1.5540084146023814,NA,20.619206223122056,15.869503161015853,NA,1322.87,368.96250000000003,8.967611183247778
3250,LU13_22,NA,1.2918842996408415,18.712267441860465,NA,98.61251740574124,99.90312332252964,NA,0.7982516675218061,9.323197674418605,NA,219.0753376212562,219.0753376212562,NA,15.369931166497617,23.927241753975157,NA,1949,43,NA,58.660470547868925,1.2942022747862307,NA,22.588850340432014,17.466704352805685,NA,1555.7925,400.8975,9.85013872826756
3500,LU13_22,1.2875,1.2606813350340136,14.774,95.67053850573538,98.62369523479542,99.9043589230896,0.3625,0.7750765306122449,7.03075,0.10641473195167214,224.21324474090608,224.11980741528998,0.03341682131409217,13.602268450627458,22.654204030782406,1,2352,60,0.025954812671139547,61.04571940252021,1.5572887602683727,8955085.30342162,24.375375787843097,19.48482309474635,0.3625,1822.98,421.84499999999997,10.828708552928667
3750,LU13_22,4.3175,1.2432766726943942,11.169051724137931,98.60361128153036,98.68906226925102,99.90462454886749,3.4916666666666667,0.7619891500904159,5.095373563218391,0.27587329727382914,228.02284773602997,227.83516344362238,0.2922674071528067,11.94226107563451,21.53179778939561,3,2765,87,0.06783769605094159,62.52374319361783,1.9672931854773061,117067.8346408831,25.56064341989894,21.569025539651776,10.475,2106.9,443.2975,11.696731558376413
4000,LU13_22,8.455833333333333,1.2201114206128134,10.325800970873788,99.0177102177385,98.6699582356661,99.91000148376898,7.334166666666667,0.74437944908697,4.496189320388349,0.416409516398485,232.958763532067,232.71925352382823,0.5033685442859968,11.431136897361514,20.815556423489472,3,3231,103,0.059629047694293794,64.22048436675442,2.0472639708374203,39466.332158900106,27.94617952844955,23.07910696667735,22.0025,2405.0899999999997,463.10749999999996,12.636212463418198
4250,LU13_22,6.6565,1.2124227223427333,10.213021739130435,98.86291367304595,98.64617095540535,99.91270596781486,5.6129999999999995,0.7366980748373102,4.3003478260869565,0.6233277779685326,236.828458962934,236.5220775127461,0.49492049489408274,11.08110392405966,20.17284139741636,5,3688,115,0.08804064660572493,64.93878093638271,2.0249348719316735,39517.756944948625,30.76386912919406,24.571998956060224,28.064999999999998,2716.9425,494.53999999999996,13.65603471775216
4500,LU13_22,6.608333333333333,1.2460334572490706,9.212872340425532,98.72755030190933,98.6294613281857,99.91671457062077,5.449166666666667,0.7551232961586122,3.8246631205673762,0.7319666813793017,237.8742493807342,237.43287033037458,0.44149685615598117,10.441009925531029,19.962152924489626,6,4035,141,0.09424463708746374,63.37951844131936,2.214748971555398,47315.609538418124,34.104446454379556,25.09429079373539,32.695,3046.9225,539.2775,14.452427980587219
4750,LU13_22,7.451666666666667,1.2626103603603605,8.012500000000001,98.7909744228421,98.64849126302975,99.92069407786266,6.189583333333333,0.7612798423423424,3.3074027777777775,0.7570897863371376,239.92485496161683,239.42858754115002,0.39627376479462,9.70601089814534,19.810339844493477,6,4440,180,0.08459103757956844,62.597367808880655,2.5377311273870533,53842.81371419633,37.34264665834399,25.479064178042293,37.1375,3380.0825,595.3325,15.141073371022344
5000,LU13_22,7.451666666666667,1.265950826361967,6.311941176470588,98.78804215955711,98.69655952902252,99.92383124277917,6.189583333333333,0.7593883901244644,2.626313725490196,0.6833208630457023,241.58637328406297,241.13846091201066,0.35766184651875377,9.000525533550164,19.86135076119654,6,4901,255,0.07634869978164271,62.36416293830516,3.2448197407198154,66095.6929723044,40.15751991163418,25.347661079904448,37.1375,3721.7625,669.71,15.535564293297153
250,LU13_19,NA,0.7747222222222223,13.1,NA,96.74685391619202,99.73156992023398,NA,0.43777777777777777,7.26,NA,181.34263295553617,181.34263295553617,NA,27.72449869224063,65.26342010212977,NA,9,1,NA,44.8374641923029,4.981940465811433,NA,12.708088388506331,2.3477959107860853,NA,3.94,7.26,1.9816835304616085
