buffer,site,water_area_mn,natural_area_mn,anthropogenic_area_mn,water_cohesion,natural_cohesion,anthropogenic_cohesion,water_core_mn,natural_core_mn,anthropogenic_core_mn,water_ed,natural_ed,anthropogenic_ed,water_lpi,natural_lpi,anthropogenic_lpi,water_np,natural_np,anthropogenic_np,water_pd,natural_pd,anthropogenic_pd,water_split,natural_split,anthropogenic_split,water_tca,natural_tca,anthropogenic_tca,landscape_split
4000,LU16_73,1.1083333333333334,20.682278106508875,153.23225,95.36930259261935,99.50349214915907,99.94224318102223,0.4425,18.11424556213018,122.064,0.28026501939742027,62.10354798619148,61.87098765094681,0.033244201768949315,9.905380740525775,30.44512942628657,3,169,10,0.05963085519094048,3.3592048424229803,0.19876951730313494,6079628.901647786,41.75676190191942,10.788581159639493,1.3275000000000001,3061.3075,1220.6399999999999,8.573463473770241
4250,LU16_73,1.1083333333333334,20.313464467005076,83.69475000000001,95.36534814267516,99.50634876035684,99.9429375204392,0.4425,17.863121827411167,66.673875,0.24828435073422173,61.584203832647546,61.37818064799574,0.029450750113686943,11.669364484508423,29.424072752597414,3,197,20,0.05282645760302591,3.468937382598701,0.35217638402017265,7746689.843539917,37.49308657823699,11.550315211934462,1.3275000000000001,3519.035,1333.4775,8.830065999086132
4500,LU16_73,1.1083333333333334,21.04196100917431,45.53314102564102,95.36183293097096,99.53018229658697,99.94187862448412,0.4425,18.582717889908256,36.06698717948718,0.22147994153557854,60.6729377429309,60.48915651484818,0.026271290937464907,13.259737067181462,27.82455647070928,3,218,39,0.047123391816080544,3.4242998053018523,0.612604093609047,9735226.537572099,32.996750252027454,12.916427146235677,1.3275000000000001,4051.0325000000003,1406.6125,9.282731852896973
4750,LU16_73,1.3431250000000001,20.74252,29.7151953125,95.81951722852682,99.54808683649044,99.940626395122,0.61875,18.37783,23.3223046875,0.29043639478201405,60.20986144351117,59.99414897554201,0.02886740380175601,14.401450772088499,26.67386883131073,4,250,64,0.056395416462527,3.5247135289079377,0.902326663400432,6020937.873475822,30.430164720890012,14.054810030699484,2.475,4594.4575,1492.6275,9.614246243966585
5000,LU16_73,1.3431250000000001,22.48875,26.295512820512823,95.81667301080701,99.5990976593207,99.94247203218947,0.61875,20.021094961240312,20.672628205128206,0.26213587291245677,58.383130665825114,58.18843751749693,0.026054524261565785,16.40461562737004,25.96309483210579,4,258,78,0.05090016949756442,3.283060932592905,0.9925533052025063,7391171.937420852,26.025233619510715,14.83478894541026,2.475,5165.4425,1612.465,9.448804239583245
250,LU16_74,NA,5.09625,9.88,NA,99.4093508804083,99.51994364595593,NA,4.09,7.825,NA,41.3501058662349,41.3501058662349,NA,50.46705691866982,49.221571802216964,NA,2,1,NA,9.963880931622866,4.981940465811433,NA,3.926155630354931,4.12751864735121,NA,8.18,7.825,2.0121599183060743
500,LU16_74,NA,9.465,41.5675,NA,99.16548676481935,99.78429778934324,NA,7.686875,34.285,NA,52.374807214126086,52.374807214126086,NA,34.68886720594252,52.33388939599005,NA,4,1,NA,5.036039155204431,1.2590097888011078,NA,7.655667760200827,3.6511861519042257,NA,30.7475,34.285,2.4721525834608475
750,LU16_74,NA,5.652333333333333,93.2475,NA,98.86362057960216,99.85640623075388,NA,4.4715,79.0825,NA,64.20176091443977,64.20176091443977,NA,18.798533975538177,52.37667279850589,NA,15,1,NA,8.42542794152753,0.5616951961018354,NA,16.891663630549864,3.645223712557218,NA,67.0725,79.0825,2.9982096011880364
1000,LU16_74,NA,8.47407894736842,154.88750000000002,NA,99.05985598027131,99.87922346090299,NA,6.977894736842105,131.7625,NA,62.315009734247134,62.315009734247134,NA,12.23982652463635,49.03132369933048,NA,19,1,NA,6.0146567688630705,0.3165608825717406,NA,21.895516848586052,4.159611439286695,NA,132.57999999999998,131.7625,3.4955438079675263
1250,LU16_74,NA,11.1721875,74.94583333333333,NA,99.2259828540867,99.88189442459434,NA,9.378541666666667,64.045,NA,62.17416881351806,62.17416881351806,NA,13.27666997991764,45.51646144795829,NA,24,3,NA,4.868450412804024,0.608556301600503,NA,21.379388512676943,4.82682595915855,NA,225.085,192.135,3.9377906936856943
1500,LU16_74,NA,11.332714285714285,62.53450000000001,NA,99.28715289572493,99.88021678939096,NA,9.684571428571429,53.8495,NA,59.03562227070388,59.03562227070388,NA,13.072072802376933,43.700106087894355,NA,35,5,NA,4.934320667402115,0.7049029524860165,NA,23.535258998335895,5.2360556316777664,NA,338.96,269.2475,4.283152403911305
1750,LU16_74,NA,9.394025423728813,136.8825,NA,99.25597576493271,99.90860622653472,NA,7.98771186440678,115.64750000000001,NA,62.77366967390234,62.77366967390234,NA,12.678063416226637,42.14759118867856,NA,59,3,NA,6.114654962457055,0.3109146591079858,NA,26.917385660440882,5.628771459338871,NA,471.275,346.9425,4.655290380609222
2000,LU16_74,NA,11.015746268656716,104.325,NA,99.2751289383048,99.91219624945921,NA,9.387537313432835,86.876,NA,63.369268385621744,63.369268385621744,NA,10.892647339006732,40.207830560142256,NA,67,5,NA,5.318811126635336,0.39692620348024893,NA,32.172839367054976,6.180317599402175,NA,628.965,434.38,5.184406737021642
2250,LU16_74,NA,12.443376623376624,105.93875,NA,99.32148971927187,99.92452518045509,NA,10.623571428571429,87.57833333333333,NA,63.99909648334376,63.99909648334376,NA,8.777130989523286,39.82986906851511,NA,77,6,NA,4.831304342370069,0.37646527343143393,NA,36.49273630582413,6.303501290712511,NA,818.015,525.47,5.375052185054917
2500,LU16_74,NA,14.096764705882354,153.786,NA,99.33761544344546,99.92763582364171,NA,12.029794117647059,126.0625,NA,65.12450721981746,65.12450721981746,NA,7.111157992125686,38.798162829060246,NA,85,5,NA,4.320960981722336,0.25417417539543147,NA,41.43992503734005,6.642978923961579,NA,1022.5325,630.3125,5.725206382192595
2750,LU16_74,NA,14.465049019607843,301.41583333333335,NA,99.32796702121425,99.93526900214431,NA,12.371960784313726,246.14333333333335,NA,65.2334922831092,65.2334922831092,NA,5.878410250106896,37.949915587478586,NA,102,3,NA,4.286286090686468,0.1260672379613667,NA,48.8067788304013,6.943490140681218,NA,1261.94,738.4300000000001,6.078704082720768
3000,LU16_74,NA,15.27103448275862,151.42964285714285,NA,99.34381224053878,99.93943264190949,NA,13.014978448275862,122.50035714285714,NA,67.37013488683792,67.37013488683792,NA,5.466461942169156,37.40692702230926,NA,116,7,NA,4.096844458532252,0.24722337249763593,NA,54.67331954835082,7.146539054058946,NA,1509.7375,857.5024999999999,6.320380249981726
3250,LU16_74,1.0958333333333334,15.356660583941606,93.48942307692307,95.37425051351333,99.31995484593548,99.941277891824015,0.45666666666666667,13.037536496350365,75.46634615384616,0.39578481646043473,69.79055759760122,69.46700727235789,0.05033841106692602,4.976580223550702,36.47932099578256,3,137,13,0.09029311402139195,4.123385540310232,0.3912701607593651,2689955.3769659656,64.40129931156773,7.514593886381472,1.37,1786.1425,981.0625,6.7293664568691804
3500,LU16_74,1.1083333333333334,17.053270547945207,135.9695,95.3789046833318,99.3499444532188,99.94284777486672,0.4425,14.537619863013699,109.56425,0.3659678454421754,68.87203389225621,68.56835844603823,0.043410015709364425,4.291621866968093,35.169574834908914,3,146,10,0.0778654990302501,3.789454286138838,0.25955166343416697,3565570.30286621,71.33225056675974,8.08466214502806,1.3275000000000001,2122.4925,1095.6425,7.261626669755528
3750,LU16_74,1.3431250000000001,18.067003105590064,83.77847222222222,95.83468664070108,99.36701158236107,99.94402097997968,0.61875,15.48722049689441,66.95166666666667,0.46583438343936145,68.67212891401228,68.32614512437043,0.04630077184913071,4.000126634589673,33.937448166031515,4,161,18,0.0904532783377401,3.6407444530940385,0.4070397525198304,2340470.3228974915,74.5007438747739,8.682387850318033,2.475,2493.4425,1205.13,7.7761222849882685
4000,LU16_74,1.3431250000000001,18.245382513661202,73.33347826086957,95.83018328788516,99.38865742175577,99.94740621581334,0.61875,15.694303278688524,58.619239130434785,0.4094656125908688,67.5787215032556,67.27460383953519,0.04069809911552445,4.109563854522434,33.50104528023797,4,183,23,0.07950788593997452,3.6374857817538344,0.4571703441548535,3029223.729541533,72.46015263993368,8.910113923014455,2.475,2872.0575,1348.2425,7.934428029815465
4250,LU16_74,1.3431250000000001,18.959950738916255,42.43622093023256,95.82620954007434,99.4097462526141,99.94682712254068,0.61875,16.4021921182266,33.94918604651163,0.36273991899982394,66.31537242472267,66.0459587955626,0.03605388272583201,4.450959675999296,32.08799964782532,4,203,43,0.07043493572812115,3.574572988202148,0.7571755590773024,3859895.2326596435,69.83620663585184,9.712133797333928,2.475,3329.645,1459.8149999999998,8.526351157127976
4500,LU16_74,1.3431250000000001,21.44852657004831,27.055845070422535,95.82267788416237,99.47656911239801,99.94341217661301,0.61875,18.68201690821256,21.486795774647888,0.3235848171176368,65.10023864380263,64.85990623108904,0.032162131701376766,6.805295010000107,29.844926688796626,4,207,71,0.06283200332381297,3.2515561720073216,1.1152680589976804,4850538.415361439,59.34894849408494,11.226337919698807,2.475,3867.1775,1525.5625,9.440557567267199
4750,LU16_74,1.76125,22.984204545454546,25.640791139240505,96.66359262140935,99.54573441975668,99.94453783398359,0.7212500000000001,20.175886363636362,20.31848101265823,0.5526797566235214,63.04355948321623,62.5684240802006,0.04860621073876506,7.917172761065403,28.46702567352558,6,220,79,0.0845938402995186,3.1017741443156814,1.113818897276995,2159597.954177353,46.7391133617368,12.33999290029079,4.3275,4438.695,1605.16,9.76246521479038
5000,LU16_74,10.5035,23.936381856540084,22.219166666666666,99.13219638653234,99.5798743635383,99.94372229870807,8.4925,21.14821729957806,17.561015625,0.6572517840600217,60.859733688957654,60.272469994197344,0.5999251763699851,8.487773717054697,27.0361443943358,5,237,96,0.06362553572701082,3.0158503934603127,1.2216102859586078,27680.649728020315,41.64119239811656,13.680748931308864,42.4625,5012.1275,1685.8575,10.293761092974895
250,LU16_75,NA,14.9425,5.08,NA,99.82193998061017,98.88657285366254,NA,12.1775,2.38,NA,71.66937195654889,71.66937195654889,NA,74.62854288924959,25.371457110750406,NA,1,1,NA,4.994381321013859,4.994381321013859,NA,1.7955192915209603,15.534925687038875,NA,12.1775,2.38,1.6094946666361216
500,LU16_75,NA,12.932500000000001,20.29125,NA,99.66584334800991,99.70664066642503,NA,10.575000000000001,16.07375,NA,61.41345427059712,61.41345427059712,NA,48.32766439909297,50.15117157974301,NA,3,2,NA,3.7792894935752073,2.519526329050138,NA,4.281249057946605,3.9744252651002174,NA,31.725,32.1475,2.0610677888041717
750,LU16_75,NA,11.927857142857142,47.22625,NA,99.44885349259783,99.82650520866447,NA,9.65,40.115,NA,57.17978617288807,57.17978617288807,NA,36.416639739248936,52.373593335112886,NA,7,2,NA,3.933744503294511,1.123927000941289,NA,7.323275239941932,3.644991428610041,NA,67.55,80.23,2.433682211198875
1000,LU16_75,NA,8.301428571428572,141.44,NA,99.23898548630005,99.86056155244695,NA,6.753928571428571,117.9,NA,66.45659815688634,66.45659815688634,NA,25.038794058966968,44.792095512556614,NA,21,1,NA,6.650410108623365,0.3166861956487317,NA,12.527184981907933,4.984220405763408,NA,141.83249999999998,117.9,3.565576241959266
1250,LU16_75,NA,12.856300000000001,171.465,NA,99.24924281401425,99.84302352096883,NA,10.738900000000001,138.09,NA,71.66153518404862,71.66153518404862,NA,16.57832400874466,34.788915997545004,NA,25,1,NA,5.072305718010236,0.20289222872040946,NA,18.51687221215845,8.262628122130634,NA,268.4725,138.09,5.713251821886218
1500,LU16_75,0.105,17.505086206896554,201.425,84.7287478375112,99.32342926543255,99.83514536938962,0,15.018706896551723,156.3025,0.15510926390078647,70.54651339051225,70.40550496878426,0.01480588428143871,11.521798139393876,28.402621346559926,1,29,1,0.14100842172798772,4.089244230111643,0.14100842172798772,45617480.86224491,21.37908825233001,12.39604522521357,0,435.5425,156.3025,7.846485623558576
1750,LU16_75,1.2575,19.2225,115.905,95.74496223182065,99.35288442910736,99.83220509977278,0.5237499999999999,16.76532894736842,87.65,1.0261406745579302,69.03128174298803,68.25390244408051,0.1733555836563776,9.51512261862808,24.02698024420075,2,38,2,0.20730114637533942,3.938721781131449,0.20730114637533942,265407.430976779,22.212932203425442,17.322142914000388,1.0474999999999999,637.0825,175.3,9.732154948223693
2000,LU16_75,1.1083333333333334,27.004305555555554,94.70833333333334,95.4365261333831,99.42416837225474,99.83888022071021,0.4425,23.873541666666668,71.34666666666666,1.1193985416062973,64.22251420088044,63.29365158124968,0.13277972062670443,10.23951953191675,22.43639871229473,3,36,3,0.23816990246942493,2.858038829633099,0.23816990246942493,381105.6512987422,22.482267771461068,19.864893497107175,1.3275000000000001,859.4475,214.04,10.54605510324526
2250,LU16_75,1.1083333333333334,23.716029411764705,380.8125,95.42158827503005,99.44979149822893,99.86886353058335,0.4425,21.0475,288.025,0.8847586209060305,63.539473725492655,62.80531231665574,0.10494743216066214,9.77140598184676,23.895542008778563,3,51,1,0.18824651508638945,3.200190756468621,0.06274883836212981,610049.7540091217,23.21104212957178,17.513229076196787,1.3275000000000001,1073.4225,288.025,9.981606416456168
2500,LU16_75,1.1083333333333334,21.224852941176472,104.073,95.40963692375794,99.46233710160764,99.89128564836719,0.4425,18.858933823529412,80.395,0.7168349449409755,62.55020386582476,61.95538337959715,0.08502882591587103,11.70334726331737,26.348513965571584,3,68,5,0.15251807339169693,3.457076330211797,0.25419678898616155,929344.0552464622,23.895459717157557,14.403947669094954,1.3275000000000001,1282.4075,401.97499999999997,8.986708842109408
2750,LU16_75,1.1083333333333334,19.143835227272728,98.80142857142857,95.39985777317649,99.47109071202735,99.90811491722408,0.4425,16.96301136363636,78.63392857142857,0.5925384283233368,61.9875041630027,61.49582333950035,0.07028514335962985,13.534145026932132,28.638201708906035,3,88,7,0.12607200602624188,3.698112176769762,0.29416801406123105,1360134.3848711767,24.246569863544075,12.190297413328564,1.3275000000000001,1492.745,550.4375,8.111870124308634
3000,LU16_75,1.2345,20.972473684210527,36.20913043478261,95.44275990891799,99.52837441372412,99.9160640145474,0.495,18.574473684210528,29.231304347826086,0.935943497267663,61.170088305385995,60.421333507571866,0.07231487964737886,16.420245693997686,29.370083537371954,5,95,23,0.1765931126920119,3.3552691411482263,0.8123283183832547,891191.6324135829,21.84989354195798,11.592830046583144,2.475,1764.575,672.32,7.574142366418043
3250,LU16_75,8.0235,20.190891304347826,22.863511904761904,98.98315267785016,99.54035334393171,99.91549656514655,6.199999999999999,17.81582608695652,18.403869047619047,1.4116567025475286,62.136974344117654,60.890863736751605,1.045799832196458,17.324775101867285,28.7818441082521,5,115,42,0.15049645016498173,3.46141835379458,1.2641701813858466,9080.449858466916,21.932395051686452,12.071491200328138,31,2048.82,772.9625,7.779401729944513
3500,LU16_75,18.297,19.33894927536232,24.275833333333335,99.40289826467972,99.54928372718653,99.91908988737916,16.0175,17.100398550724638,19.487111111111112,1.4444518707468645,60.54628313203367,59.24458930781165,2.235136778431076,17.377742333406225,27.915232867574392,5,138,45,0.12978004229531578,3.5819291673507156,1.168020380657842,1999.4139381776363,22.940276080294485,12.831334931158098,80.08749999999999,2359.855,876.92,8.19498727724787
3750,LU16_75,30.982,20.2544,24.582700000000003,99.57248290148257,99.5711309784585,99.92362707520812,28.3685,17.89088333333333,19.6281,1.4325432674423733,60.10236974540982,58.79419882162858,3.381514425495878,17.070499897675482,27.56125055260894,5,150,50,0.11306576696467036,3.39197300894011,1.1306576696467034,874.2089856832135,22.74066598254293,13.164196337644755,141.8425,2683.6324999999997,981.405,8.258893411799239
4000,LU16_75,44.848,21.86455696202532,20.801115384615382,99.66097103573269,99.59035583055707,99.92785435279312,41.961000000000006,19.26988924050633,16.41730769230769,1.3993485277273257,60.34491754726404,59.05489312326541,4.3504533223346655,17.160057941774976,26.79513905280602,5,158,65,0.09938554884427028,3.140583343478941,1.2920121349755138,528.2691248543921,22.898994742706655,13.927962916657064,209.805,3044.6425,1067.125,8.520716505133613
4250,LU16_75,49.62916666666667,21.93930790960452,20.2427027027027,99.70899333432013,99.60416896688604,99.93052901460675,46.947916666666664,19.355338983050846,15.91429054054054,1.3770048120331202,59.74123050875661,58.46107386125267,5.146995703903466,16.91726129238593,26.291283180951545,6,177,74,0.1056525431227458,3.1167500221210007,1.3030480318471982,377.4416851906435,23.58202573741297,14.466914544046258,281.6875,3425.895,1177.6575,8.758267425498554
4500,LU16_75,78.28,24.343412921348314,18.041456043956046,99.76840543004607,99.62406119167399,99.93236306397252,74.402,21.460308988764044,14.160027472527473,1.39798627146066,59.19215242762672,57.88055856620014,6.0636083753514605,17.065328369696683,25.701113676703898,5,178,91,0.07853855457644157,2.7959725429213202,1.4294016932912368,271.9652157073624,23.734940906103155,15.138946893529305,372.01000000000005,3819.935,1288.5625,8.939449521439018
4750,LU16_75,99.42150000000001,25.84207219251337,16.953870192307694,99.80117255702481,99.65761928329357,99.9324387899013,95.214,22.85207219251337,13.301490384615384,1.3422104387174136,57.46408935004658,56.199422581633215,6.932897584902388,17.8218969931032,24.714048903973094,5,187,104,0.0704942457309566,2.6364847903377764,1.4662803112038971,208.0441095783276,22.636000134723005,16.37233922091854,476.07000000000005,4273.3375,1383.3549999999998,9.085728887606704
5000,LU16_75,121.51,28.357671957671958,17.35176605504587,99.82464560910735,99.70029983437573,99.9345336810201,117.0755,25.182301587301588,13.628142201834862,1.299867627283477,55.42093474034619,54.19105509103686,7.662761019368536,19.397645286293777,23.974381855044083,5,189,109,0.06362543452195188,2.4050414249297813,1.387034472578551,170.301875392407,19.69229420603843,17.398218106083952,585.3775,4759.455,1485.4675,8.761910411729728
250,LU16_77,NA,3.7575,4.4,NA,99.1878782850247,99.13142998048593,NA,2.765833333333333,3.1075,NA,68.00348735832607,68.00348735832607,NA,54.00423464939594,41.86075476398057,NA,3,2,NA,14.945821397434303,9.963880931622867,NA,3.425463427050042,5.693968132778381,NA,8.2975,6.215,2.1387823863429185
500,LU16_77,NA,17.891666666666666,8.574166666666667,NA,99.61966007044971,99.43217297964554,NA,14.619166666666667,5.918333333333334,NA,65.05242608394471,65.05242608394471,NA,52.73150917850059,31.216348121792247,NA,3,3,NA,3.7784565005195376,3.7784565005195376,NA,3.3375362312788526,10.25391302521457,NA,43.8575,17.755,2.51796593491938
750,LU16_77,NA,21.269166666666667,12.60375,NA,99.67153287441484,99.59991097108596,NA,18.01625,8.798125,NA,60.04605965286749,60.04605965286749,NA,44.54024602595068,27.85345166544964,NA,6,4,NA,3.3702185024995788,2.246812334999719,NA,3.823922163126895,12.887980334846276,NA,108.09750000000001,35.1925,2.9489541149692133
1000,LU16_77,NA,33.99142857142857,8.6594444444444445,NA,99.76466901791201,99.66378987690027,NA,29.725714285714286,6.285555555555556,NA,50.41551246537396,50.41551246537396,NA,42.91491887613771,24.50811238622873,NA,7,9,NA,2.21606648199446,2.849228333992877,NA,3.583788722382084,16.6485256257598,NA,208.08,56.57,2.9489853387616356
1250,LU16_77,NA,17.891190476190477,4.8845833333333335,NA,99.88431089609831,99.62483327005297,NA,15.832857142857144,3.686875,NA,48.524683281096266,48.524683281096266,NA,73.73844952276623,23.37126859994523,NA,21,24,NA,4.2601101542768465,4.868697319173538,NA,1.8389230028893635,18.30701881846253,NA,332.49,88.485,1.6710659803414494
1500,LU16_77,NA,24.65967391304348,3.6445512820512826,NA,99.87221768759156,99.59340844034666,NA,21.72782608695652,2.6414102564102566,NA,52.099928099138594,52.099928099138594,NA,72.4848796717937,19.523551056660697,NA,23,39,NA,3.242587867082094,5.498301165921811,NA,1.8983701516635114,26.231645278921462,NA,499.73999999999995,103.015,1.7702575581379272
1750,LU16_77,NA,36.93602272727273,3.173333333333334,NA,99.8814891198758,99.63235170623437,NA,33.08125,2.2473958333333335,NA,47.6260800849818,47.6260800849818,NA,70.7470884665708,15.494928296607208,NA,22,48,NA,2.2799994818182996,4.974544323967199,NA,1.9770573464996668,41.64989847909706,NA,727.7875,107.875,1.8874623775778385
2000,LU16_77,NA,43.3829,2.735859375,NA,99.88751311636425,99.5685988736413,NA,39.2856,1.8812890625,NA,46.1470983414274,46.1470983414274,NA,67.71806845854164,12.50270408659428,NA,25,64,NA,1.9846507113980474,5.080705821179002,NA,2.117376456417703,63.56619734402751,NA,982.1400000000001,120.4025,2.0491206841021956
2250,LU16_77,NA,51.352870370370375,3.047058823529412,NA,99.88724464583927,99.57859439405566,NA,46.91759259259259,2.0797794117647057,NA,44.11983855458352,44.11983855458352,NA,62.5931973941593,11.10556854920305,NA,27,68,NA,1.6941415643514968,4.266726902811177,NA,2.423499727447417,79.45673608855367,NA,1266.775,141.425,2.351768730700704
2500,LU16_77,0.58125,52.34825757575758,3.4058928571428573,93.5522036162607,99.88394828924034,99.59391847911124,0.14375000000000002,48.090227272727276,2.3271785714285715,0.3024807232085325,42.52014737674228,42.27358745950507,0.041178048033430475,57.650919452433634,9.943481858146708,2,33,70,0.10167419267513697,1.6776241791397601,3.558596743629794,4958446.285983165,2.7720511722883328,97.45216714172018,0.28750000000000003,1586.9775000000002,162.9025,2.695378939980705
2750,LU16_77,1.0366666666666666,51.364999999999995,3.424145569620253,95.2362841990196,99.88877175347612,99.58814720545637,0.40166666666666667,47.30146341463415,2.3008544303797467,0.5295046505006655,42.1061257594557,41.673276719760715,0.07028543872717168,52.609333780190426,8.854284312479185,3,41,79,0.12607253583349182,1.7229913230577214,3.3199101102819504,1471860.4860934662,2.9228454359588967,119.71304907329758,1.205,1939.3600000000001,181.76749999999998,2.8531782006229216
3000,LU16_77,1.1083333333333334,53.654627659574466,3.44185393258427,95.39170929807489,99.87957605393568,99.58577205122228,0.4425,49.49010638297872,2.290308988764045,0.49798378374082947,41.57988004241692,41.166659455908565,0.05906935307138562,47.98170880839721,8.090647175840369,3,47,89,0.105953996540602,1.6599459458027648,3.143301897371193,1925681.512385416,3.2780455225868645,139.8769386418071,1.3275000000000001,2326.0350000000003,203.8375,3.202977615100944
3250,LU16_77,1.1083333333333334,56.23405660377359,3.4217424242424244,95.38481453276701,99.87031210714979,99.58484202303545,0.4425,51.905330188679244,2.233358585858586,0.4243814677729679,41.85123623675971,41.49908991243746,0.05033886559221907,43.84605487011594,7.262039754912178,3,53,99,0.09029392931339743,1.5951927512033546,2.9796996673421154,2651563.5560241165,3.6455770633378286,167.5551901974618,1.3275000000000001,2750.9825,221.10250000000002,3.5679427496768623
3500,LU16_77,1.2830000000000001,56.948565573770495,3.1039583333333334,95.85141402668947,99.85993550239712,99.72982108822586,0.531,52.48553278688525,1.9726875,0.6255268149199825,43.71679727675214,43.15356358862917,0.06683533395929274,40.15032110160203,9.329888177348531,5,61,120,0.12977734749377232,1.5832836394240224,3.1146563398505354,1342226.6975696292,4.022520760405531,114.87161174056294,2.655,3201.6175000000003,236.7225,3.8864163887195122
3750,LU16_77,8.344000000000001,57.54797101449275,2.768631756756757,98.71105687917036,99.85666749413721,99.75430382660248,6.556,52.96927536231884,1.727652027027027,0.9859150948462757,44.80712753297925,43.87548299381259,0.49329673839613547,36.89012756407176,8.96430862986633,5,69,148,0.11306365766585731,1.5602784757888308,3.346684266909376,25904.40243689253,4.482213021747234,124.43818403853571,32.78,3654.8799999999997,255.69250000000002,4.3256561732392615
4000,LU16_77,25.3275,58.88555921052632,2.8058950617283953,99.48395316224742,99.85164067401435,99.76684220573947,22.126875000000002,54.230690789473684,1.7302469135802467,1.1697086213090697,44.78085851842539,43.65885254267523,1.947559885454022,34.10764002589856,8.737484887950957,4,76,162,0.07950440926484756,1.5105837760321037,3.2199285752263265,2635.3001270118825,4.980491740269206,130.98280418524413,88.50750000000001,4121.5325,280.3,4.789330744470893
4250,LU16_77,43.355624999999996,60.1130421686747,2.7611229946524065,99.62608860787493,99.84506099344216,99.77954631881751,39.821875,55.259969879518074,1.7127941176470587,1.1577467343178143,45.38191115372323,44.266424376247436,2.995130420389725,31.687704201432084,8.766651963723348,4,83,187,0.07043326140336512,1.4614901741198263,3.2927549706073194,1114.566634841281,5.503388788924522,130.11106810610627,159.2875,4586.5775,320.29249999999996,5.255159662090864
4500,LU16_77,62.14375,63.753850574712644,2.483347826086957,99.69920034289032,99.84477140367612,99.78822278922675,58.331875,58.53933908045977,1.543695652173913,1.138018293113929,45.72728714973933,44.62696718517576,3.8522979487396976,29.55980918362699,8.66001291167753,4,87,230,0.06283054758392984,1.366564409950474,3.6127564860759653,673.7987517815711,6.030623742638479,133.33592115395595,233.3275,5092.9225,355.05,5.720682943654132
4750,LU16_77,83.06875,65.78599462365592,2.4244150943396225,99.7504661242097,99.8474666768821,99.79546834577975,78.73875,60.443064516129034,1.5353301886792454,1.144816059287937,45.20684055792864,44.09586142650143,4.637773924910922,27.68819411963539,8.716745084921875,4,93,265,0.05639487976787867,1.3111809546031792,3.736160784621962,464.9049201752385,6.584252717369098,131.6055090214812,314.955,5621.205,406.8625,6.18708632104694
5000,LU16_77,107.24375,69.79494791666667,2.4150413907284767,99.78831858421631,99.8461289412354,99.8130522708448,102.36625,64.1128125,1.5571771523178808,1.152872334976855,45.191704790878056,44.07191709244579,5.4163367481556115,26.023579802211135,8.96186454831677,4,96,302,0.05089944083783025,1.2215865801079258,3.842907783256183,340.8620921005249,7.167836548491447,124.50575703552782,409.465,6154.83,470.2675,6.645507160907956
250,LU16_80,NA,2.2728571428571427,4.1575,NA,98.87080794837193,98.64888291184651,NA,1.7857142857142856,1.6475,NA,114.86233960383706,114.86233960383706,NA,66.03961629500436,20.717578173663885,NA,7,1,NA,34.88227233088327,4.983181761554753,NA,2.222072323856066,23.298181676175858,NA,12.5,1.6475,2.028594413626766
500,LU16_80,NA,4.4591071428571425,16.995,NA,99.13561562386305,99.34451159748009,NA,3.6832142857142856,9.5925,NA,80.45579023576443,80.45579023576443,NA,51.70449180018256,21.398218388995563,NA,14,1,NA,17.627246687021938,1.2590890490729958,NA,3.3301581023808917,21.839604474119334,NA,51.565,9.5925,2.8895519205328655
750,LU16_80,NA,9.0584375,11.029166666666667,NA,99.29962675898165,99.47886102302506,NA,7.76703125,6.445,NA,70.44053420213737,70.44053420213737,NA,45.039250656518135,18.544004269123285,NA,16,3,NA,8.987627968374785,1.685180244070272,NA,3.946209854914655,29.079828240324876,NA,124.2725,19.335,3.474685775213729
1000,LU16_80,NA,13.156315789473684,13.185,NA,99.425309619643,99.6282348238639,NA,11.595526315789474,9.203,NA,58.16806217255734,58.16806217255734,NA,40.64246031117935,20.764811092293325,NA,19,5,NA,6.014656768863072,1.5828044128587033,NA,4.63303661850574,23.19186651610648,NA,220.315,46.015,3.8616043441660635
1250,LU16_80,0.8358333333333334,14.775576923076924,35.42166666666667,95.2255846866687,99.48817066427412,99.70808139001086,0.335,13.09173076923077,25.559166666666666,2.00836820083682,56.761759857994164,55.15912260682135,0.3286420692278433,37.889184734373025,21.440852034994293,3,26,3,0.6085964244960061,5.274502345632053,0.6085964244960061,73934.8598245477,5.110894091279197,21.752267526472234,1.005,340.385,76.6775,4.1382810612936325
1500,LU16_80,1.1083333333333334,18.49141666666667,25.206250000000004,95.48132935751165,99.61418004293972,99.73044327331006,0.4425,16.439666666666668,18.03125,1.9878613572440627,56.80913006393582,55.15962808664819,0.2357941929071415,39.24299137888496,20.774913471637728,3,30,6,0.42294922494554527,4.229492249455453,0.8458984498910905,120848.89384572428,4.7675801703634075,23.15995325830997,1.3275000000000001,493.19,108.1875,3.9535651044430455
1750,LU16_80,1.1083333333333334,21.678541666666668,10.062083333333334,95.45572585695743,99.63913911903298,99.73301879188715,0.4425,19.306805555555556,7.123749999999999,1.4613367603925917,56.34437799910869,55.13177941069782,0.17333941359975957,36.73111403608777,18.529957403588046,3,36,18,0.3109227149771472,3.731072579725766,1.865536289862883,223621.85403524362,5.178563376892585,29.122738156614393,1.3275000000000001,695.045,128.2275,4.3966547431210845
